uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals
a89efccc-1350-11df-a1f1-0026b9348838,,"MILD","Generic descriptive answer.",Misc,N/A,,,MCL/CIEL: 1498;local: 1743,,,,,,,,,,
a89efdee-1350-11df-a1f1-0026b9348838,,"MODERATE","Generic descriptive answer.",Misc,N/A,,,MCL/CIEL: 1499;local: 1744,,,,,,,,,,
a89eff1a-1350-11df-a1f1-0026b9348838,,"SEVERE","Generic descriptive answer.",Misc,N/A,,,local: 1745;MCL/CIEL: 1500,,,,,,,,,,
53864e20-4cca-4daf-8fb5-943514467033,,"FATAL","Causing or capable of causing death",Misc,N/A,,,MCL/CIEL: 162819;local: 6837,,,,,,,,,,
6c1b293c-4d8c-470f-9991-93cdde1274ff,,"REACTION SEVERITY FROM PATIENT REPORTED CURRENT MEDICATION","What is the reaction severity on patient reported current medication?",Question,Coded,a89eff1a-1350-11df-a1f1-0026b9348838;53864e20-4cca-4daf-8fb5-943514467033;a89efccc-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a89efdee-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838;bf0a8aca-a423-4066-add6-aa576378676c;37b18fe1-4255-4176-8bb8-0796bf06a332;ef4b6018-cc40-489d-bcda-fa8fecaed87f;af56716e-4c79-460a-88bd-f6254838f68d,,MCL/CIEL: 162760,,,,,,,,,,
b5b9663c-9568-4f48-b70f-34c63b21bce4,,"STOP DRUG","A patient will stop a drug at a particular patient encounter.",Misc,N/A,,,,,,,,,,,,,
a89e6ae6-1350-11df-a1f1-0026b9348838,,"DO NOT KNOW","Generic descriptive answer: "I don't know."",Misc,N/A,,,,,,,,,,,,,
a8a07bce-1350-11df-a1f1-0026b9348838,,"DOSAGE CHANGE","Generic question: "Dosage change?"",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a89e6ae6-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
d02f4d75-d0e9-4b2e-a480-89c4d56fc512,,"DRUG ADDED TO TREAT SIDE EFFECT","Use of second medication to treat side effect(s).",Misc,N/A,,,,,,,,,,,,,
01fb96f5-8dc5-4481-8a11-240994b3b795,,"ACTION TAKEN FOR MEDICATION SIDE EFFECT","What action is taken when patient has side effects from taking medications?",Question,Coded,7a82a712-4835-4f99-869c-e8df5d27249d;e243b15d-b32f-4ee1-976c-1cb721960250;b5b9663c-9568-4f48-b70f-34c63b21bce4;a89c2420-1350-11df-a1f1-0026b9348838;d02f4d75-d0e9-4b2e-a480-89c4d56fc512;a89b7d36-1350-11df-a1f1-0026b9348838;9febaed4-d3ee-482f-aa41-ab4092bcff97;a8a00158-1350-11df-a1f1-0026b9348838;a8a07bce-1350-11df-a1f1-0026b9348838;a89b7c50-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89c2cae-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
45eb8953-dc14-4c2e-8ce6-12cdf7da280a,,"CERTAIN","General descriptive: positive and confident about the truth of something or definitely known.",Misc,N/A,,,,,,,,,,,,,
07e9e14e-a718-4a9e-9479-1de79e1f614a,,"PROBABLE","Generic description: Likely to occur or prove true; having more evidence for than against.",Misc,N/A,,,MCL/CIEL: 162863,,,,,,,,,,
66b46c63-7e75-4b1d-918a-1e17348c62f7,,"UNLIKELY","General description: not likely to be or occur; improbable; marked by doubt.",Misc,N/A,,,,,,,,,,,,,
b1055e84-0e97-483a-ae8a-3f2dee84a623,,"CONDITIONAL","General description: imposing, containing, subject to, or depending on a condition or conditions.",Misc,N/A,,,,,,,,,,,,,
80d03d9f-2510-4a95-b9d6-2613aaeebd21,,"UNASSESSABLE","General description: unable to assess",Misc,N/A,,,,,,,,,,,,,
d0efbf5b-cbfc-48fc-a857-c0ca4d70f077,,"PROBABILITY OF ADVERSE DRUG REACTION OR TOXICITY, PATIENT REPORTED CURRENT MEDICATION","What is the probability or certainty of the adverse drug reaction from the patient reported current medication?",Question,Coded,260e6d24-1634-4467-a070-e8359f6827f7;80d03d9f-2510-4a95-b9d6-2613aaeebd21;b1055e84-0e97-483a-ae8a-3f2dee84a623;07e9e14e-a718-4a9e-9479-1de79e1f614a;45eb8953-dc14-4c2e-8ce6-12cdf7da280a;66b46c63-7e75-4b1d-918a-1e17348c62f7,,,,,,,,,,,,
65831439-8ba0-4c64-ab62-1f7b7f548fb7,,"FEW TIMES PER WEEK","Indicates that a condition occurs few times per week, but specific amount is specified.",Misc,N/A,,,,,,,,,,,,,
a89cdb04-1350-11df-a1f1-0026b9348838,,"RARELY","Generic response to a question.",Misc,N/A,,,,,,,,,,,,,
a89ce388-1350-11df-a1f1-0026b9348838,,"FANTA, NOT ENOUGH FOOD, WITHOUT EATING WHOLE DAY","FANTA question on nutrition encounter form: "Did you or any household member go a whole day without eating anything because there was not enough food in the last 30 days?"",Question,Coded,a89cdb04-1350-11df-a1f1-0026b9348838;a89cdbcc-1350-11df-a1f1-0026b9348838;a89cdc94-1350-11df-a1f1-0026b9348838;a899d120-1350-11df-a1f1-0026b9348838;a899d8d2-1350-11df-a1f1-0026b9348838;65831439-8ba0-4c64-ab62-1f7b7f548fb7;a899d7f6-1350-11df-a1f1-0026b9348838;a8a05dc4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
ab202fa8-ad2b-487d-83f8-991f8fa109a1,,"INITIAL VISIT","The first visit to a health worker or clinic for an episode of an illness or problem.",Misc,N/A,,,MCL/CIEL: 164180,,,,,,,,,,
a8a4812e-1350-11df-a1f1-0026b9348838,,"FOLLOW-UP","The act or an instance of following up, as to further an end or review new developments.",Misc,N/A,,,MCL/CIEL: 160523,,,,,,,,,,
a89ee8ea-1350-11df-a1f1-0026b9348838,,"ADULT","One who has attained maturity or legal age.",Misc,N/A,,,,,,,,,,,,,
a89d109c-1350-11df-a1f1-0026b9348838,,"PREGNANT","Containing a developing embryo, fetus, or unborn offspring within the body ",Diagnosis,N/A,,,,,,,,,,,,,
a89ee9a8-1350-11df-a1f1-0026b9348838,,"PEDIATRICS","The branch of medicine devoted to the study and care of children.",Misc,N/A,,,,,,,,,,,,,
a89eea66-1350-11df-a1f1-0026b9348838,,"PATIENT TYPE","What type of the patient?",Question,Coded,a89ee8ea-1350-11df-a1f1-0026b9348838;a89ee9a8-1350-11df-a1f1-0026b9348838;e59956ca-b29e-4477-9133-6d61c7c7dfac;928407c9-eb34-4e6b-9888-8c3ef47f11c5;a79f1c18-35a7-446d-a1ec-32655ab093e1;8c513448-a12e-4386-bdee-34289af9f945;a8af49d8-1350-11df-a1f1-0026b9348838;a89526f2-1350-11df-a1f1-0026b9348838;a8a19c20-1350-11df-a1f1-0026b9348838;a89fbedc-1350-11df-a1f1-0026b9348838;1671c96d-f281-49bf-b246-c0698f200871;a89d109c-1350-11df-a1f1-0026b9348838;a8a18208-1350-11df-a1f1-0026b9348838;55f08f52-da4d-49ff-a974-d4a89ff78e08;47f3a310-3897-4ad1-bfb4-c056066792f5;6b8010c1-ade5-4243-80c6-2a3af88b2c5c;a8aaf3e2-1350-11df-a1f1-0026b9348838;a8a09ac8-1350-11df-a1f1-0026b9348838;a8a8b0b4-1350-11df-a1f1-0026b9348838;375e6d4a-ba94-41ac-8ac3-5a56015c4d92;c5789e91-2c76-450a-94f7-94fce32335d3;800aa4cc-85ed-4340-9044-a37c036a4446;ab8f6fc4-7762-403e-8b2a-98cba34054d5;a899e0ac-1350-11df-a1f1-0026b9348838;a89ad2d2-1350-11df-a1f1-0026b9348838;81033c9e-80d4-445a-9899-3a6a9c9520ee;f78c9313-1f94-481d-94a6-5387f5dbe82e;a8af61e8-1350-11df-a1f1-0026b9348838;72443cac-4822-4dce-8460-794af7af8167;5c1e610c-36f4-456c-be9b-11c106591f7f;49761b90-77f4-497d-bb45-984d6c51f69f,,KENYA EMR: 164932;local: 1724,,,,,,,,,,
8a0a32df-754e-41a0-b5ae-82f260e37ea1,,"PRESENCE OF EDEMA","Does patient have any edema?",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
1505faef-c8aa-422c-b356-da065b88ec9c,,"WEIGHT FOR AGE, GREATER THAN 110 PERCENT","Weight is greater than 110 percent based on the weight for age growth chart",Diagnosis,N/A,,,MCL/CIEL: 114413,,,,,,,,,,
2a60e784-1314-4454-91ba-7ea4cc2c3b15,,"OBESITY","Increase in body weight beyond skeletal and physical standards as the result of an excessive accumulation of fat in the body.  Nutritional assessment for obesity is based upon weight for age or weight for height. \nFor those ages 5-18yrs, obese is considered a  BMI that falls > 97 percentile or > +2 SD weight for height.\nFor those ages 0-5yrs, obesity is considered weight for age or weight for height that falls > 97 percentile or > + 3 SD.",Diagnosis,N/A,,,MCL/CIEL: 115115,,,,,,,,,,
0306539c-f24f-49f5-b059-b646adbec47c,,"SEVERE ACUTE MALNUTRITION","Defined by a very low weight for height (below -3 z scores1 of the median WHO growth standards), by visible severe&nbsp;wasting, or by the presence of nutritional oedema. In children aged 6&ndash;59 months, an arm circumference less than 110 mm.",Diagnosis,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 163302,,,,,,,,,,
f0dd06d5-6174-447f-9a9c-f8635b4a6a6d,,"MODERETE ACUTE MALNUTRITION","Defined by a weight-for-height indicator between -3 and&nbsp; -2 z-scores (standard deviations) of the international standard or by a mid-upper arm circumference (MUAC) between 11 cm and 12.5 cm.",Diagnosis,N/A,,,MCL/CIEL: 163303,,,,,,,,,,
b0970949-877f-4ade-bf0d-a26695239ea0,,"MID-UPPER ARM CIRCUMFERENCE BETWEEN 11.5 AND 12.5 CENTIMETERS ","Indicates that the MUAC is between 11.5-12.5 centimeters. MUAC is the circumference of the left upper arm, measured at the mid-point between the tip of the shoulder and the tip of the elbow.",Symptom/Finding,N/A,,,,,,,,,,,,,
ac5f7974-3a71-4867-af59-0c30d68ce9d8,,"NUTRITION STATUS","The patient&amp;#39;s nutrition status, as assessed by the clinician.",Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;1505faef-c8aa-422c-b356-da065b88ec9c;b0970949-877f-4ade-bf0d-a26695239ea0;77b0425a-595a-46e0-a9c9-0a2af40dd0ac;e653f181-3398-415c-b5e2-c84198abbadc;2edf05c0-f34a-43d4-8f23-ee9faaa46def;f238e58a-8eab-4b0f-9733-f2d6636b6ad6;d6f2647b-501f-4296-bf1b-8d0405de5f06;ee5502b1-5ebb-4664-b49c-106abd0a9e03;0306539c-f24f-49f5-b059-b646adbec47c;f0dd06d5-6174-447f-9a9c-f8635b4a6a6d;2a60e784-1314-4454-91ba-7ea4cc2c3b15;492da2d3-5137-4261-ba07-f961e8c27efb,,local: 7369,,,,,,,,,,
c7ff1c01-f9bf-4199-b46f-28f4c502802e,,"READMISSION","Admitting again. ",Misc,N/A,,,,,,,,,,,,,
672fb9c6-e457-475b-aa92-b345cf2bf3f5,,"RELAPSE","Return to a less active or a worse state.",Misc,N/A,,,MCL/CIEL: 160033,,,,,,,,,,
a8b00436-1350-11df-a1f1-0026b9348838,,"NAUSEA AND VOMITING","Nausea is the sensation of having an urge to vomit. Vomiting is forcing the contents of the stomach up through the esophagus and out of the mouth.",Symptom,N/A,,,local: 6234;MCL/CIEL: 133473,,,,,,,,,,
a893378e-1350-11df-a1f1-0026b9348838,,"LYMPHADENOPATHY","Enlarged, firm, or otherwise abnormal lymph nodes usually associated with disease.",Finding,N/A,,,MCL/CIEL: 135488;local: 161,,,,,,,,,,
a899eb24-1350-11df-a1f1-0026b9348838,,"GENERAL EXAM FINDINGS","General physical exam findings.  List can be expanded, as more coded answers are identified.",Finding,Coded,a893378e-1350-11df-a1f1-0026b9348838;a89366a0-1350-11df-a1f1-0026b9348838;a89540f6-1350-11df-a1f1-0026b9348838;a8a6ce8e-1350-11df-a1f1-0026b9348838;a8a6f7f6-1350-11df-a1f1-0026b9348838;a8a6f8d2-1350-11df-a1f1-0026b9348838;a8a6f9a4-1350-11df-a1f1-0026b9348838;a89cb0d4-1350-11df-a1f1-0026b9348838;a89cea72-1350-11df-a1f1-0026b9348838;a8a35efc-1350-11df-a1f1-0026b9348838;a89cf09e-1350-11df-a1f1-0026b9348838;a899e7b4-1350-11df-a1f1-0026b9348838;a899ea48-1350-11df-a1f1-0026b9348838;a8965298-1350-11df-a1f1-0026b9348838;a8a8209a-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89b2b2e-1350-11df-a1f1-0026b9348838;a895776a-1350-11df-a1f1-0026b9348838;a8957184-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;a898d5fe-1350-11df-a1f1-0026b9348838;24a2b364-aaf7-4c2d-9ecf-edf65f21c107;a8ad042a-1350-11df-a1f1-0026b9348838;a8ad3576-1350-11df-a1f1-0026b9348838;45dcead5-ffff-4dc1-a340-3e5eb27d0286;a8932f00-1350-11df-a1f1-0026b9348838;a8b00436-1350-11df-a1f1-0026b9348838;a898d9c8-1350-11df-a1f1-0026b9348838;a890da98-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 1119,,,,,,,,,,
c4d011c3-c7d3-4d76-afb9-138fd71acac3,,"ANEMIA SEVERITY","Question to acertain the severity of anaemia",Question,Coded,a89eff1a-1350-11df-a1f1-0026b9348838;a89efdee-1350-11df-a1f1-0026b9348838;a89efccc-1350-11df-a1f1-0026b9348838;a899e7b4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
266957f4-ec02-4754-a2f6-15449f1ddb03,,"DIABETES MELLITUS TYPE 2","A heterogeneous group of disorders that share glucose intolerance in common.",Diagnosis,N/A,,,,,,,,,,,,,
2653b383-7587-493c-8dd5-df1bc49757b7,,"WAIST CIRCUMFERENCE MALE, LESS THAN 102CM","Numerical measurement of the waist (in cm) for male whose circumference is less than 102cm.",Symptom/Finding,N/A,,,,,,,,,,,,,
b7f65105-0621-4329-94db-d9e552cd6dd0,,"WAIST CIRCUMFERENCE MALE, GREATER THAN 102CM","Numerical measurement of the waist (in cm) for male whose circumference is greater than 102cm.",Symptom/Finding,N/A,,,,,,,,,,,,,
f2eaaa11-ff2a-4b10-af1b-73bf80e606dc,,"WAIST CIRCUMFERENCE FEMALE, LESS THAN 88CM","Numerical measurement of the waist (in cm) for female whose circumference is less than 88cm.",Symptom/Finding,N/A,,,,,,,,,,,,,
5e2cf8f3-796f-4bae-9017-92d6b6c91384,,"WAIST CIRCUMFERENCE FEMALE, GREATER THAN 88CM","Numerical measurement of the waist (in cm) for female whose circumference is greater than 88cm.",Symptom/Finding,N/A,,,,,,,,,,,,,
4b42e125-bfe0-45d2-9175-bf1c7b3e11b7,,"DYSLIPIDEMIA","A condition marked by abnormal concentrations of lipids or lipoproteins in the blood",Finding,N/A,,,,,,,,,,,,,
2572925d-520c-4480-81dd-f268e8e94284,,"METABOLIC DISORDER","occurs when abnormal chemical reactions in your body interrupts the  process your body uses to get or make energy from the food you eat.",Question,Coded,a89cee50-1350-11df-a1f1-0026b9348838;4b42e125-bfe0-45d2-9175-bf1c7b3e11b7;266957f4-ec02-4754-a2f6-15449f1ddb03;9ed84785-76c5-4520-ad0e-5c6446c9df2c;a8aaf3e2-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838;2653b383-7587-493c-8dd5-df1bc49757b7;b7f65105-0621-4329-94db-d9e552cd6dd0;f2eaaa11-ff2a-4b10-af1b-73bf80e606dc;5e2cf8f3-796f-4bae-9017-92d6b6c91384;7a1f0cec-d378-4099-9cef-66ff675a5004;a893436e-1350-11df-a1f1-0026b9348838;a8986880-1350-11df-a1f1-0026b9348838;a890dec6-1350-11df-a1f1-0026b9348838;738a40d0-5f3d-42e6-b0f0-da154fa7bec0;a89d09bc-1350-11df-a1f1-0026b9348838;2a60e784-1314-4454-91ba-7ea4cc2c3b15,,,,,,,,,,,,
cb5007bc-2ca3-46d1-9bcd-1a2cdffc8f0d,,"FOOD ALLERGY","A food allergy is an exaggerated immune response triggered by eggs, peanuts, milk, or some other specific food.",Finding,N/A,,,,,,,,,,,,,
a898d9c8-1350-11df-a1f1-0026b9348838,,"CONSTIPATION","Abnormally delayed or infrequent passage of dry hardened feces.",Diagnosis,N/A,,,local: 996;MCL/CIEL: 996,,,,,,,,,,
8084204a-ed5f-4e95-9e82-369c47ea08e5,,"UNCONTROLLED BARRIER FOR FOOD INTAKE","What are the uncontrolled barriers for food intake?",Question,Coded,a8ad21e4-1350-11df-a1f1-0026b9348838;a8ad239c-1350-11df-a1f1-0026b9348838;a890861a-1350-11df-a1f1-0026b9348838;a898d9c8-1350-11df-a1f1-0026b9348838;4945e6ca-2c6f-4727-a626-0355e12ea8b0;a8ad0b1e-1350-11df-a1f1-0026b9348838;a8ad042a-1350-11df-a1f1-0026b9348838;a890da98-1350-11df-a1f1-0026b9348838;a8ad5092-1350-11df-a1f1-0026b9348838;cb5007bc-2ca3-46d1-9bcd-1a2cdffc8f0d;a8aaf3e2-1350-11df-a1f1-0026b9348838;a898d2f2-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
fd5e4ebe-b3ae-48d9-93a8-556173bb5dd9,,"CD4 COUNT LESS THAN 350","Patient had a CD4 count less than 350. ",Finding,N/A,,,,,,,,,,,,,
b39f10e0-d5d0-49a1-992b-218364abd958,,"CD4 GREATER THAN 500","Patient had a CD4 count greater than 500.",Finding,N/A,,,,,,,,,,,,,
e868784e-682e-4c72-be0d-4f1aa489062f,,"CD4 COUNT BETWEEN 350 AND 500","Implies that a patient has a CD4 count greater than 350 and less than 500.",Misc,N/A,,,,,,,,,,,,,
0ed1d82c-6e5e-4a9a-bca7-ddccf59dc291,,"CURRENT CD4 COUNT","Patient current CD4 count (CD4 by facts) which is retrieved from other source (e.g. patient medical records).",Question,Coded,fd5e4ebe-b3ae-48d9-93a8-556173bb5dd9;e868784e-682e-4c72-be0d-4f1aa489062f;b39f10e0-d5d0-49a1-992b-218364abd958,,,,,,,,,,,,
025143d5-0784-4b5d-a763-704ee016ba43,,"CAUSE OF INADEQUATE FOOD QUALITY","is the inadequacy of food quality due to food access rather than food preference?",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
de932209-ed00-4191-855f-2d3ca4f819fb,,"ANTENATAL","Concerned with the care and treatment of the unborn child and of pregnant women.",Misc,N/A,,,local: 6991,,,,,,,,,,
ab8f6fc4-7762-403e-8b2a-98cba34054d5,,"POSTNATAL","Occurring or being after birth ; specifically of or relating to an infant immediately after birth. ",Misc,N/A,,,,,,,,,,,,,
1362a7cc-1d54-4881-9b33-cf622c07e698,,"MATERNAL NUTRITIONAL COUNSELLING PROVIDED","Maternal nutrition counseling given to a mother.",Question,Coded,de932209-ed00-4191-855f-2d3ca4f819fb;ab8f6fc4-7762-403e-8b2a-98cba34054d5;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
2a166025-2ab3-4e05-b0c1-df147815b283,,"NUTRITIONAL ASSESSMENT","Assessment of the nutrition status using BMI, weight for height, MUAC, or BMI for age.",Misc,N/A,,,,,,,,,,,,,
f05275d6-5524-4616-a6d6-905da3ea60f5,,"PIT TOILET","A pit toilet or compost toilet is a method of collection of human waste, used for composting, controlled decomposition, or waste disposal used most often in areas with no sewer system. Pit toilets are used in rural and wilderness areas as well as in much of the developing world.",Misc,N/A,,,local: 6388;MCL/CIEL: 159742,,,,,,,,,,
5089194e-2c8a-4f28-baf6-72d10f0a98a5,,"SANITATION PRACTICES, HOME","A question to ask about the sanitation practices of the patient's household.",Question,Coded,f05275d6-5524-4616-a6d6-905da3ea60f5;e9769c39-4c0d-4fdb-8b71-6a8bf07d9919;bce56185-69d4-434c-8255-42a322ec1070;a8a4880e-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838;4e81c840-0f29-4b7c-b36b-51dec1aeaec6;673d4d7b-ad3f-4d92-8808-a5e5942fdf24,,,,,,,,,,,,
89fc91cc-0901-46c2-ab01-ab79496546a4,,"LIVING BEHAVIOUR","A way of living positively and improving the quality of life.",Misc,N/A,,,,,,,,,,,,,
dc32d9b6-02d7-491c-90e1-d5ad598cadf4,,"WATER TREATMENT AND FOOD HYGIENE COUNSELING","Counseling on water sanitization and ways to increase the safety of food from production to consumption",Misc,N/A,,,,,,,,,,,,,
d7f24e71-36ce-4766-9348-239a7838ed52,,"EXERCISE","Denotes any bodily activity that enhances or maintains physical fitness and overall health and wellness",Misc,N/A,,,,,,,,,,,,,
b54aef95-1eaa-463b-8d8f-d99308c8b975,,"SMOKING CESSATION","Generic concept referring to smokers kicking off their nicotine addiction i.e. stopping smoking.",Misc,N/A,,,,,,,,,,,,,
0bb1e169-03b8-4086-8b22-7c97fcc851b3,,"CURRENT HEALTH PRACTICES","Question: &amp;quot;Are you currently&amp;quot; When the coded answers are chosen, it means the patient is currently practicing the statement.",Question,Coded,c6b6915a-8bc0-4420-8d3b-ae6282b4be68;b54aef95-1eaa-463b-8d8f-d99308c8b975;d7f24e71-36ce-4766-9348-239a7838ed52;8d5ca135-1b7f-4853-99b2-9146d00b2171;2b9e76a6-004b-4f65-ab20-379184f639b3;a89cc934-1350-11df-a1f1-0026b9348838;a89adc46-1350-11df-a1f1-0026b9348838;dc32d9b6-02d7-491c-90e1-d5ad598cadf4;5089194e-2c8a-4f28-baf6-72d10f0a98a5;2a166025-2ab3-4e05-b0c1-df147815b283;89fc91cc-0901-46c2-ab01-ab79496546a4;c6f38251-5b52-489c-854e-ec2d3994a6cd;8784be8d-1680-4eb0-8521-3f167a9b3242;a899e0ac-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
297391f9-a070-4268-9379-a4ca2f8c1721,,"READY TO USE THERAPEUTIC FOOD","A subset of therapeutic foods, ready-to-use therapeutic foods (RUTFs), are energy-dense, micro nutrient-enriched pastes that have a nutritional profile similar to the traditional F-100 milk-based diet used in inpatient therapeutic feeding programs and are often made of peanuts, oil, sugar and milk powder.",Misc,N/A,,,,,,,,,,,,,
6d58c121-6176-4107-b3ce-cdbff7361c24,,"FORMULA 75","F-75 is considered the "starter" formula that delivers 75kcal/100ml.",Misc,N/A,,,,,,,,,,,,,
e9b84640-615b-4f3d-bc4c-6603b69c52cc,,"FORMULA 100","F-100 is considered the "catch-up" formula that delivers 100kcal/100ml.",Misc,N/A,,,,,,,,,,,,,
259f2cff-6c9e-4082-b9b3-cd2c1953f3a3,,"PRE TERM FORMULA","Designed and marketed for feeding to babies born before term, usually prepared for cup-feeding from powder (mixed with water).",Misc,N/A,,,,,,,,,,,,,
f342fab8-23d9-4fb7-8187-a67449cd4813,,"RESOMAL","ReSoMal (oral rehydration salts or ORS for severely malnourished children) is used in in-patient centres for the treatment of children with severe acute malnutrition (SAM).",Drug,N/A,,,,,,,,,,,,,
3854c254-89d8-46c9-b671-5226613223d4,,"THERAPEUTIC FOOD TYPE","A question to capture the the type of therapeutic food the patient received",Question,Coded,a8a70156-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;297391f9-a070-4268-9379-a4ca2f8c1721;6d58c121-6176-4107-b3ce-cdbff7361c24;259f2cff-6c9e-4082-b9b3-cd2c1953f3a3;e9b84640-615b-4f3d-bc4c-6603b69c52cc;f342fab8-23d9-4fb7-8187-a67449cd4813;a899e0ac-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
092412d7-15f7-4f0a-b52f-e16e391f8ba2,,"FORTIFIED BLENDED FLOURS","FBFs are blends of partially precooked and milled cereals, soya, beans, pulses fortified with micro-nutrients (vitamins and minerals). Special formulations may contain vegetable oil or milk powder. Corn Soya Blend (CSB) is the main blended flours.",Misc,N/A,,,,,,,,,,,,,
96f88d61-0a7c-4026-8720-fee91b1b4f35,,"CORN SOY BLEND","A fortified blended flour specifically made from corn and soy blend fortified with micronutrients",Misc,N/A,,,,,,,,,,,,,
a4cf50d6-4947-486e-9c0e-870dd12e1b5a,,"LIQUID NUTRITION SUPPLEMENTS","Nutrition supplements that are in liquid formulations",Misc,N/A,,,,,,,,,,,,,
47c21d71-1ba8-4d50-8898-fc31c4b162a4,,"SUPPLEMENTAL  FOODS","Foods designed for the purpose of supplementing specific deficiencies in the body and are well suited to treat moderate acute malnutrition (MAM).",Question,Coded,092412d7-15f7-4f0a-b52f-e16e391f8ba2;6d58c121-6176-4107-b3ce-cdbff7361c24;96f88d61-0a7c-4026-8720-fee91b1b4f35;297391f9-a070-4268-9379-a4ca2f8c1721;a4cf50d6-4947-486e-9c0e-870dd12e1b5a;062c84df-f131-40f7-87da-0e8f8fcc7900;a8aaf3e2-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8f53762-bc6f-4385-bbc8-41aba4294b2d,,"VITAMIN A","Vitamin A is a fat-soluble vitamin that is derived from two sources: preformed retinoids and provitamin carotenoids.",Drug,N/A,,,MCL/CIEL: 86339,,,,,,,,,,
a897cfd8-1350-11df-a1f1-0026b9348838,,"PYRIDOXINE","A crystalline phenolic alcohol C8H11NO3 of the vitamin B6 group found especially in cereals and convertible in the body into pyridoxal and pyridoxamine.",Drug,N/A,,,,,,,,,,,,,
a8939418-1350-11df-a1f1-0026b9348838,,"FOLIC ACID","A crystalline vitamin C19H19N7O6 of the B complex that is required for normal production of red blood cells, that is used especially in the treatment of nutritional anemias, and that occurs especially in green leafy vegetables, liver, kidneys, dried beans, and mushrooms.",Drug,N/A,,,MCL/CIEL: 76613,,,,,,,,,,
a8a48ef8-1350-11df-a1f1-0026b9348838,,"IRON SUPPLEMENT","",Drug,N/A,,,MCL/CIEL: 76342;local: 2363,,,,,,,,,,
c36c2ec2-3f71-40ea-b568-7b19dc9dde1e,,"IRON FOLATE","Combined Iron- folate supplements used by pregnant and lactating mothers.",Drug,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 104677,,,,,,,,,,
abd5fbcd-2dd2-41d4-92b1-266ec1a1869d,,"ZINC","Zinc has been used as a treatment for the common cold and for enhanced wound healing. Zinc also has other applications, such as in pneumonia, diarrhea, male fertility, and Alzheimer disease.",Drug,N/A,,,,,,,,,,,,,
062c84df-f131-40f7-87da-0e8f8fcc7900,,"MULTIPLE MICRONUTRIENTS","Multiple micro-nutrients are only needed in very small quantities but are essential for normal physiological function, growth and development.",Drug,N/A,,,,,,,,,,,,,
a89541d2-1350-11df-a1f1-0026b9348838,,"MULTIVITAMIN","Vitamin preparation containing several Vitamin types.",Drug,N/A,,,local: 461;MCL/CIEL: 461,,,,,,,,,,
