uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals
a89fdf48-1350-11df-a1f1-0026b9348838,,"PRESCRIBED FOOD","Question on encounter form inquiring if patient had food prescribed during encounter",Question,Boolean,,,,,,,,,,,,,
a8a066ca-1350-11df-a1f1-0026b9348838,,"OTORHINOLARYNGOLOGY SERVICES","Otolaryngology is the branch of medicine that specializes in the diagnosis and treatment of ear, nose, throat, and head & neck disorders.",Misc,Coded,,,,,,,,,,,,,
ebd87b9e-ee88-4aac-a7e2-c0ebce76e6f8,,"SCHOOL UNIFORM","A school uniform is an outfit—a set of standardized clothes—worn for an educational institution. ",Misc,N/A,,,,,,,,,,,,,
bd2a8f69-2968-44d6-85aa-56a89372782b,,"SCHOOL FEES","A sum of money charged for teaching or instruction by a school",Misc,N/A,,,,,,,,,,,,,
ceeeaa2a-8c00-4a15-9dea-6cc24aee63b5,,"ADHERENCE MONITORING","A deliberate undertaking of following up with an individual to ensure that he/she is taking his/her drugs as prescribed.",Misc,N/A,,,,,,,,,,,,,
a89dd504-1350-11df-a1f1-0026b9348838,,"CARDIAC ARRHYTHMIA","Cardiac arrhythmia is a group of conditions in which the muscle contraction of the heart is irregular or is faster or slower than normal.",Symptom,N/A,,,,,,,,,,,,,
a89dd694-1350-11df-a1f1-0026b9348838,,"LEFT VENTRICULAR HYPERTROPHY","Left ventricular hypertrophy (LVH) is the thickening of the myocardium (muscle) of the left ventricle of the heart.",Finding,N/A,,,,,,,,,,,,,
a89dd75c-1350-11df-a1f1-0026b9348838,,"RIGHT VENTRICULAR HYPERTROPHY","Right ventricular hypertrophy (RVH) is a form of thickening of the myocardium (muscle) of the right ventricle of the heart.",Finding,N/A,,,,,,,,,,,,,
a89dd5cc-1350-11df-a1f1-0026b9348838,,"ATRIAL FIBRILLATION","Atrial fibrillation (AF or afib) is an abnormal heart rhythm (cardiac arrhythmia) which involves the two small, upper heart chambers (the atria)",Diagnosis,N/A,,,,,,,,,,,,,
a89ddb30-1350-11df-a1f1-0026b9348838,,"DILATED CARDIOMYOPATHY","Dilated cardiomyopathy or DCM or congestive cardiomyopathy is a condition in which the heart becomes weakened and enlarged, and cannot pump blood efficiently.",Finding,N/A,,,,,,,,,,,,,
a89dd9aa-1350-11df-a1f1-0026b9348838,,"ECHOCARDIOGRAPHY","The echocardiogram is an ultrasound of the heart.",Test,Coded,a89dd504-1350-11df-a1f1-0026b9348838;a89dd694-1350-11df-a1f1-0026b9348838;a899e7b4-1350-11df-a1f1-0026b9348838;a89dd75c-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89dd5cc-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;a89ddb30-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 159567,,,,,,,,,,
a89dde46-1350-11df-a1f1-0026b9348838,,"VENTRICULAR SEPTAL DEFECT","A ventricular septal defect (VSD) is a defect in the ventricular septum, the wall dividing the left and right ventricles of the heart.",Diagnosis,N/A,,,,,,,,,,,,,
a89ddcb6-1350-11df-a1f1-0026b9348838,,"MURAL THROMBI","A mural thrombus is a thrombus attached to a large vessel wall. It is usually referring to the heart or aorta.",Finding,N/A,,,,,,,,,,,,,
a89ddd7e-1350-11df-a1f1-0026b9348838,,"PULMONARY HYPERTENSION","Pulmonary hypertension (PH) is an increase in blood pressure in the pulmonary artery or lung vasculature.",Finding,N/A,,,,,,,,,,,,,
a89ddbf8-1350-11df-a1f1-0026b9348838,,"PERICARDIAL EFFUSION","Pericardial effusion ("fluid around the heart") is an abnormal accumulation of fluid in the pericardial cavity. ",Finding,N/A,,,,,,,,,,,,,
a89dda72-1350-11df-a1f1-0026b9348838,,"ELECTROCARDIOGRAPHY","An electrocardiogram (ECG or EKG) is a graphic produced by an electrocardiograph, which records the electrical activity of the heart over time.",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89ddb30-1350-11df-a1f1-0026b9348838;a89dd694-1350-11df-a1f1-0026b9348838;a89dde46-1350-11df-a1f1-0026b9348838;a89ddcb6-1350-11df-a1f1-0026b9348838;a89ddd7e-1350-11df-a1f1-0026b9348838;a8936bb4-1350-11df-a1f1-0026b9348838;a89ddbf8-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;a89dd504-1350-11df-a1f1-0026b9348838;a89dd75c-1350-11df-a1f1-0026b9348838;a89dd5cc-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 161157,,,,,,,,,,
a8a8c96e-1350-11df-a1f1-0026b9348838,,"CONSULTANT","Form completed today by: Consultant",Test,Numeric,,,MCL/CIEL: 5507;local: 5507,,,,,,,,,False,
4d62aedc-22f4-46d0-9b78-e1755bd73de1,,"CHRONIC DISEASE MANAGEMENT FACILITY","Center for managing chronic diseases.",Misc,N/A,,,,,,,,,,,,,
a89c301e-1350-11df-a1f1-0026b9348838,,"NON-AMPATH","Facilities which are not included within the AMPATH system.",Misc,N/A,,,MCL/CIEL: 1287;local: 1287,,,,,,,,,,
99b4a9a4-e729-4858-b12d-c611a267a1d1,,"CARE CLINIC","Post-sexual assault clinic of MTRH",Misc,N/A,,,,,,,,,,,,,
32e0ca02-f0e0-458e-8373-8c289c8d9d37,,"HEALTH HEART FOR AFRICA FACILITY","Health Heart for Africa Facility",Misc,N/A,,,,,,,,,,,,,
dd9cb954-4ea7-4f4b-b26c-adb0b41f893a,,"PODIATRIST","A podiatrist, also known as a podiatric physician or "foot doctor", is a medical professional, a physician devoted to the study and medical treatment of disorders of the foot, ankle and lower extremity",Misc,N/A,,,,,,,,,,,,,
a89e3ad0-1350-11df-a1f1-0026b9348838,,"PATIENT TRANSFERRED OUT","Patient transferred out from the program.",Finding,N/A,,,MCL/CIEL: 160036,,,,,,,,,,
c254c2d2-81e1-4507-b69b-cf0713942f2d,,"MAMMOGRAM","A mammogram is an X-ray image of the breast used to screen for breast cancer.",Procedure,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;a899ea48-1350-11df-a1f1-0026b9348838;a89a7ae4-1350-11df-a1f1-0026b9348838;a89c1ef8-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 163591,,,,,,,,,,
66dd623e-83ed-42a5-bef7-38b758fea3d7,,"DIAGNOSIS BASED ON REVIEW OF IMAGING FINDINGS","Diagnosis is based on observed imaging data.",Misc,N/A,,,,,,,,,,,,,
9e2171e2-e4fa-43b9-bc98-380babcc0635,,"ULTRASOUND, BREAST","Ultrasound examination of the breast.",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a899ea48-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
7c6f0599-3e3e-4f42-87a2-2ce66f1e96d0,,"HIV DIFFERENTIATED CARE PROGRAM","label for the HIV differentiated care program.....",Misc,N/A,,,,,,,,,,,,,
a9431295-9862-405b-b694-534f093ca0ad,,"MULTI DISCIPLINARY TEAM PROGRAM","Label for multi disciplinary team program.....",Misc,N/A,,,,,,,,,,,,,
65a17fd9-f00f-4692-9106-51fe2d806088,,"CORE NEEDLE BIOPSY","diagnostic method using a large gauge needle to remove specimen for pathology review",Test,Coded,,,,,,,,,,,,,
ed3960bf-973d-4142-ab6a-164b100eaa5a,,"FINE NEEDLE ASPIRATION, NOS","Fine needle aspiration (FNA) is done by inserting a thin needle into a tumor and removing cells that can be evaluated under the microscope. The cells are analyzed to see if a suspicious tumor is cancer, and if it is cancer, what type of cancer.",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
948aa402-477d-41ba-a8a4-7919fe8b1d5d,,"INCISIONAL BIOPSY","A biopsy in which only a sample of the suspicious tissue is cut from a mass (incised) and removed for purposes of diagnosis.",Procedure,N/A,,,,,,,,,,,,,
c3fb40a5-6c15-47ca-8d62-7a57a3f2f65a,,"EXCISIONAL OR SURGICAL BIOPSY","diagnostic method using a surgically resected specimen for pathology review",Test,Coded,,,,,,,,,,,,,
a8a17d80-1350-11df-a1f1-0026b9348838,,"MATERNAL CHILD HEALTH PROGRAM","The Service offers support, information and advice regarding parenting, child health and development, child behavior, maternal health and well-being, child safety, immunization, breastfeeding, nutrition and family planning.",Misc,N/A,,,local: 2050;MCL/CIEL: 159937,,,,,,,,,,
a89fdc32-1350-11df-a1f1-0026b9348838,,"SAFE SHELTER","Generic answer implying that patient has secure accomodation, without physical or emotional theat.",Misc,N/A,,,,,,,,,,,,,
79ac1f57-22c9-4c10-89f2-213095730970,,"REPATRIATION","Is the process of returning an asset, an item of symbolic value or a person - voluntarily or forcibly - to its owner or their place of origin.",Misc,N/A,,,,,,,,,,,,,
4a70c602-56d8-479b-90dc-ca2218374d87,,"ARBITRATION","The use of an arbitrator to settle a dispute.",Misc,N/A,,,,,,,,,,,,,
18443d7b-f2eb-4d24-8ddd-4610989cd77b,,"ACQUIRE LEGAL DOCUMENTS","Obtain legal documents.",Misc,N/A,,,,,,,,,,,,,
dbc6dc6a-b691-4fc9-a837-398c0d89ba9e,,"TYPE OF LEGAL SUPPORT","Provision of legal advice or proceedings to the patient during this visit.",Question,Coded,79ac1f57-22c9-4c10-89f2-213095730970;4a70c602-56d8-479b-90dc-ca2218374d87;18443d7b-f2eb-4d24-8ddd-4610989cd77b,,,,,,,,,,,,
d1eb251b-3c97-4406-b292-2c6e7a7ff968,,"PEER GROUP","Social group and a primary group of people who have similar interests.",Misc,N/A,,,,,,,,,,,,,
21e5888b-b992-41ad-99f7-81e9510b2e39,,"REHABILITATION SERVICE","The action of restoring someone to health or normal life.",Misc,N/A,,,MCL/CIEL: 161624,,,,,,,,,,
a8a359a2-1350-11df-a1f1-0026b9348838,,"PROVIDER INITIATED TESTING AND COUNSELING","It is formerly known as Direct Testing and Counseling (DTC).  Now, it's called Provider Initiated Testing and Counseling (PITC) which means the provider counsels and encourages the patients to get tested instead of waiting for them to come and tested themselves.",Procedure,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 164163,,,,,,,,,,
4be7261d-e8f9-4f9a-a7ba-afa919a00025,,"LOCAL ADMINISTRATION","A low level administrative division of a country.",Misc,N/A,,,,,,,,,,,,,
e81de71a-2088-4a21-a011-bad01b3c0f77,,"IMANI WORKSHOP","A fair trade, social enterprise created to provide hope and sustainable income opportunities for HIV positive patients in AMPATH. It helps families achieve economic security through the creation of handcrafts and ART projects.",Misc,N/A,,,,,,,,,,,,,
48881d87-3100-4ea0-9283-cc7e2ec7f424,,"GISHE GROUP","A self help group for HIV patients in AMPATH.",Misc,N/A,,,,,,,,,,,,,
ce562f55-bf51-4d00-9a2a-f56ca1a8bc34,,"PMTCT PROGRAM","Label for the HIV pMTCT program.....",Misc,N/A,,,,,,,,,,,,,
a89ef6fa-1350-11df-a1f1-0026b9348838,,"HIV TREATMENT","Label for the HIV treatment program...",Misc,N/A,,,,,,,,,,,,,
7c941f38-ede1-4a94-938f-6c4083339673,,"RESISTANCE CLINIC","This is a clinic that deals with patients who have drug regimen failure.",Misc,N/A,,,,,,,,,,,,,
ff7bdcac-f431-4307-ab1a-46587f436eca,,"DIABETIC MANAGEMENT EDUCATION","Education provided on diabetes management.",Misc,N/A,,,,,,,,,,,,,
60111e62-9da5-497d-a4a8-4b7636678c23,,"BREAST CANCER CLINIC","A clinic to provide comprehensive care to people with breast cancer and other high risk breast conditions.",Misc,N/A,,,,,,,,,,,,,
9ee34e6b-b9ed-4306-b41f-476406895a4a,,"REPEAT PROCEDURE","Patient should repeat diagnostic process.",Misc,N/A,,,MCL/CIEL: 162081,,,,,,,,,,
748d3e8c-b641-4ba0-af22-732142a1be28,,"PUBLIC HEALTH FACILITY","The health facility provided by the government.",Misc,N/A,,,local: 6880;MCL/CIEL: 160480,,,,,,,,,,
a8a06f08-1350-11df-a1f1-0026b9348838,,"PSYCHIATRY SERVICES","Psychiatry Services address mental health issues.",Misc,N/A,,,,,,,,,,,,,
7c09f71d-1cc2-4014-b833-f45be6b48072,,"LUNG CANCER CLINIC","A clinic to provide comprehensive care to people with lung cancer and other high risk chest conditions.",Misc,N/A,,,,,,,,,,,,,
a1725f16-7e73-486e-b631-758975c9e62d,,"HAEMATOLOGY ONCOLOGY CLINIC","Clinic to provide diagnosis, treatment and prevention of blood diseases (hematology) and cancer (oncology).",Misc,N/A,,,,,,,,,,,,,
fd90d6b2-7302-4a9c-ad1b-1f93eff77afb,,"OTZ PROGRAM","Label for multi disciplinary team program.....",Misc,N/A,,,,,,,,,,,,,
a89ff302-1350-11df-a1f1-0026b9348838,,"ANTENATAL CARE","Routine care for the healthy pregnant woman.",Misc,N/A,,,,,,,,,,,,,
1bbf9a41-4cbd-499f-bae3-9f8ce63ca50b,,"COVID 19 MANAGEMENT","Specialized management of covid 19",Misc,N/A,,,,,,,,,,,,,
a898fe80-1350-11df-a1f1-0026b9348838,,"HIV DNA POLYMERASE CHAIN REACTION, QUALITATIVE","Qualitiative test to determine HIV infection.  Test which is used to detect genetic information inserted into the DNA of human cells by HIV.  This test is used for diagnosis of infection.",Test,Coded,a89a7ae4-1350-11df-a1f1-0026b9348838;a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838;a89c3d8e-1350-11df-a1f1-0026b9348838;a899ea48-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 1030,,,,,,,,,,
57677735-4310-4841-8902-dae4bac24d20,,"DRUG SENSITIVITY TEST","A test done to clients who have failure or resistance is suspected to any line of antiretroviral drugs.",Test,Coded,a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838;a89c3d8e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8b0f7c4-1350-11df-a1f1-0026b9348838,,"ANTIBODY SCREEN","",Test,Coded,a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838;a899ea48-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8982474-1350-11df-a1f1-0026b9348838,,"HIV VIRAL LOAD, QUANTITATIVE","This is a measure of the number of copies/ml of DNA/RNA in patients with HIV.  This test is used to monitor disease progression/treatment efficacy in patients with established infection.",Test,Numeric,,,MCL/CIEL: 856,10000000.0,,,0.0,,,copies/ml,,True,
12550258-d797-43d9-a282-e35908c33fe4,,"REFILL OF HIV ANTIRETROVIRAL DRUG TREATMENT, NOS","A refill of the drugs given for HIV treatment, without specification of the line of treatment.",Misc,N/A,,,KENYA EMR: 5000032,,,,,,,,,,
75149ac3-2804-4e84-8220-0861523bbea1,,"PRE EXPOSURE PROPHYLAXIS PROGRAM","Label for the pre-exposure prophylaxis program.....",Misc,N/A,,,,,,,,,,,,,
751eafe1-6aee-493a-b254-203903127120,,"ASSISTED PARTNER NOTIFICATION SERVICE","A service where persons living with HIV are interviewed to elicit information about their partners.",Misc,N/A,,,,,,,,,,,,,
5fc2555b-cae1-4bb8-9cd8-e19c2c04fc37,,"POLICE DEPARTMENT","The department of a local or municipal authority in charge of the prevention and detection of crime and the maintenance of public order.",Misc,N/A,,,,,,,,,,,,,
5a089407-22df-4242-99d8-0b4d4da56b75,,"CHILD PROTECTION","Child protection is the safeguarding of children from violence, exploitation, abuse, and neglect. Article 19 of the UN Convention on the Rights of the Child provides for the protection of children in and out of the home.",Misc,N/A,,,,,,,,,,,,,
a8b02e16-1350-11df-a1f1-0026b9348838,,"HOUSING","Any shelter, lodging, or dwelling place.",Misc,N/A,,,,,,,,,,,,,
aebb850d-9f1c-48a0-8827-6c105b980970,,"LEGAL SERVICES","Services provided by attorneys or law firms including services of support staff.",Misc,N/A,,,MCL/CIEL: 167814,,,,,,,,,,
a89c2344-1350-11df-a1f1-0026b9348838,,"REFERRALS ORDERED","Question on encounter form.  Answers are referrals made during a particular patient visit.",Question,Coded,a89ec9e6-1350-11df-a1f1-0026b9348838;a8a8b352-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838;a89e2d1a-1350-11df-a1f1-0026b9348838;a89fbbd0-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a8a002e8-1350-11df-a1f1-0026b9348838;a89e2df6-1350-11df-a1f1-0026b9348838;a89fbb12-1350-11df-a1f1-0026b9348838;a8a8aefc-1350-11df-a1f1-0026b9348838;a89c30f0-1350-11df-a1f1-0026b9348838;a8a8b190-1350-11df-a1f1-0026b9348838;a8a8b42e-1350-11df-a1f1-0026b9348838;a89accc4-1350-11df-a1f1-0026b9348838;a89d1c68-1350-11df-a1f1-0026b9348838;a8a8afd8-1350-11df-a1f1-0026b9348838;a89e2efa-1350-11df-a1f1-0026b9348838;a8a8b50a-1350-11df-a1f1-0026b9348838;a8a8b0b4-1350-11df-a1f1-0026b9348838;a8a8b26c-1350-11df-a1f1-0026b9348838;a89c24fc-1350-11df-a1f1-0026b9348838;a8a0ada6-1350-11df-a1f1-0026b9348838;a8a0ae64-1350-11df-a1f1-0026b9348838;a89c25d8-1350-11df-a1f1-0026b9348838;a8a472d8-1350-11df-a1f1-0026b9348838;a8a00d6a-1350-11df-a1f1-0026b9348838;a8a38b20-1350-11df-a1f1-0026b9348838;a8a3899a-1350-11df-a1f1-0026b9348838;a8a38a62-1350-11df-a1f1-0026b9348838;a8934292-1350-11df-a1f1-0026b9348838;a8a17b3c-1350-11df-a1f1-0026b9348838;a8b0e28e-1350-11df-a1f1-0026b9348838;a89c2f42-1350-11df-a1f1-0026b9348838;a8b0f634-1350-11df-a1f1-0026b9348838;057dae68-3d6f-4d79-926c-ed75a0ce7fd5;d2684089-da58-4ca0-b1d9-a6d7710677d6;e94c2f68-a981-494e-8dc0-981f50e8e9fb;c65fcd72-1f3f-4450-b93f-90a87ae64d55;8a93e5c1-b374-445d-8f1f-78364bd2108c;5e262c29-ff01-4a42-928a-f8f912ecd1ff;4da877cd-b332-4a54-a620-195bc9895114;a898c6f4-1350-11df-a1f1-0026b9348838;765a29c5-e1c2-439c-a4f8-be3bc674e798;8b08ec8f-daba-4a8d-af92-9cdb6860cdda;d23c1a49-f542-4f55-8388-b159b65d3cc0;7d2cbce7-9227-4921-be39-70954ef74c25;de18b1cc-f4e9-4c74-a099-ad3f151446d9;7182c528-23d7-41e8-89e4-798904c39eba;f1f7aaeb-4cb8-4150-af9e-62b421ed0d69;a89ad7f0-1350-11df-a1f1-0026b9348838;911e2435-fd0d-4177-80fb-72a4f07f0664;80002a37-d099-4348-94d7-d4ffbca24da7;5a21a447-b6c9-44d1-a315-83d8795d2b1b;b195c9c9-9cf9-4a6d-b9b7-d3ee964b4e64;2bcac887-1e42-4dd8-8ff8-c64e5135a282;09d8a363-f339-470a-ad9d-904ee867d8ed;a8a37996-1350-11df-a1f1-0026b9348838;6bd11383-ffb4-4bfd-96e6-bcffbf29b5f6;9e5ddce7-ba78-47ef-a72f-007f5aa819b2;79928a07-ab17-45c2-93ba-f3c106b257b6;f3537f40-193c-4091-b969-88597588b909;1c752bb8-a57b-40d8-87dd-fdbf31fd7c1a;17804d78-2f6f-4b0d-9566-85e9363ca816;a89ad3a4-1350-11df-a1f1-0026b9348838;a8a48688-1350-11df-a1f1-0026b9348838;a8f53762-bc6f-4385-bbc8-41aba4294b2d;a8afa0cc-1350-11df-a1f1-0026b9348838;f90652be-7fb6-46cd-9274-99558a1dacd2;44ffeaba-ffeb-4aa5-a141-3f144b75d3cb;a8a06788-1350-11df-a1f1-0026b9348838;ab396b67-273c-4c97-9f90-f858d79b13b1;a890a96a-1350-11df-a1f1-0026b9348838;deeee215-e324-4617-aaca-12d174a02f50;3391c26e-ab66-40bf-9080-53c770523707;dd31fd76-5997-43d9-a1b6-15617522a26d;e5d0a5a5-392b-4522-a811-ffb6fa3aba54;a89fbedc-1350-11df-a1f1-0026b9348838;a8a06846-1350-11df-a1f1-0026b9348838;073ea366-834b-49bd-b4db-ce4e6c61bbc3;0fa18f9a-95c8-4ab3-81ed-a1bac69063fa;a2187952-59e0-449b-895f-5102b7aed49c;f992a0b4-200c-4152-aae1-e15d3f002924;cea6279d-61c5-4c36-959a-67ee6534911f;54b345bb-a417-4232-bd02-80a2fd9721fd;cde31588-6c57-4260-adca-b13c3cfb82fe;03a3c471-a687-4acd-b110-90512765d774;355b199f-c9c7-4e91-831f-2be17d2c67bd;a89c74f2-1350-11df-a1f1-0026b9348838;a89fdf48-1350-11df-a1f1-0026b9348838;55f41f90-5650-4292-8fb2-8c1eadd95cb1;a8a066ca-1350-11df-a1f1-0026b9348838;0d516ea7-218f-43d4-b5c0-58d126529271;ebd87b9e-ee88-4aac-a7e2-c0ebce76e6f8;bd2a8f69-2968-44d6-85aa-56a89372782b;ceeeaa2a-8c00-4a15-9dea-6cc24aee63b5;bd50ac6b-75f3-4faf-8e2c-56db64fe595b;a89526f2-1350-11df-a1f1-0026b9348838;a89dd9aa-1350-11df-a1f1-0026b9348838;a89dda72-1350-11df-a1f1-0026b9348838;a8a8c96e-1350-11df-a1f1-0026b9348838;4d62aedc-22f4-46d0-9b78-e1755bd73de1;a89c301e-1350-11df-a1f1-0026b9348838;99b4a9a4-e729-4858-b12d-c611a267a1d1;32e0ca02-f0e0-458e-8373-8c289c8d9d37;dd9cb954-4ea7-4f4b-b26c-adb0b41f893a;a89e3ad0-1350-11df-a1f1-0026b9348838;c254c2d2-81e1-4507-b69b-cf0713942f2d;66dd623e-83ed-42a5-bef7-38b758fea3d7;9e2171e2-e4fa-43b9-bc98-380babcc0635;7c6f0599-3e3e-4f42-87a2-2ce66f1e96d0;a9431295-9862-405b-b694-534f093ca0ad;2394dc0b-711a-4b93-be87-27842954450b;b54aef95-1eaa-463b-8d8f-d99308c8b975;65a17fd9-f00f-4692-9106-51fe2d806088;ed3960bf-973d-4142-ab6a-164b100eaa5a;948aa402-477d-41ba-a8a4-7919fe8b1d5d;c3fb40a5-6c15-47ca-8d62-7a57a3f2f65a;a8a17d80-1350-11df-a1f1-0026b9348838;a89fdc32-1350-11df-a1f1-0026b9348838;dbc6dc6a-b691-4fc9-a837-398c0d89ba9e;d1eb251b-3c97-4406-b292-2c6e7a7ff968;21e5888b-b992-41ad-99f7-81e9510b2e39;a8a359a2-1350-11df-a1f1-0026b9348838;4be7261d-e8f9-4f9a-a7ba-afa919a00025;e81de71a-2088-4a21-a011-bad01b3c0f77;48881d87-3100-4ea0-9283-cc7e2ec7f424;ce562f55-bf51-4d00-9a2a-f56ca1a8bc34;a89ef6fa-1350-11df-a1f1-0026b9348838;7c941f38-ede1-4a94-938f-6c4083339673;ff7bdcac-f431-4307-ab1a-46587f436eca;60111e62-9da5-497d-a4a8-4b7636678c23;9ee34e6b-b9ed-4306-b41f-476406895a4a;748d3e8c-b641-4ba0-af22-732142a1be28;94251af2-c218-4ed2-a578-fd683d5f44e6;97fa85e3-1521-4687-a91a-29e0903c9daf;1c1d2ed4-382c-4088-a936-25910d86a30e;a8a06f08-1350-11df-a1f1-0026b9348838;7c09f71d-1cc2-4014-b833-f45be6b48072;a1725f16-7e73-486e-b631-758975c9e62d;fd90d6b2-7302-4a9c-ad1b-1f93eff77afb;9bc09285-7a04-4c81-a313-3a1c67f5c84a;a89ff302-1350-11df-a1f1-0026b9348838;1bbf9a41-4cbd-499f-bae3-9f8ce63ca50b;a898fe80-1350-11df-a1f1-0026b9348838;57677735-4310-4841-8902-dae4bac24d20;a8b0f7c4-1350-11df-a1f1-0026b9348838;a8982474-1350-11df-a1f1-0026b9348838;12550258-d797-43d9-a282-e35908c33fe4;75149ac3-2804-4e84-8220-0861523bbea1;751eafe1-6aee-493a-b254-203903127120;a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a8a09ac8-1350-11df-a1f1-0026b9348838;5fc2555b-cae1-4bb8-9cd8-e19c2c04fc37;5a089407-22df-4242-99d8-0b4d4da56b75;a8b02e16-1350-11df-a1f1-0026b9348838;aebb850d-9f1c-48a0-8827-6c105b980970,,,,,,,,,,,,
6f214d38-96af-4f9f-8696-6357205eb4d9,,"DISPENSARY NAME, FREETEXT","This is to capture the name of dispensary facility in freetext format.",Question,Text,,,,,,,,,,,,,
e8d06320-82d0-47f8-9f8a-a3089a6d15a8,,"HOSPITAL WARD NAME, FREETEXT","A freetext question to capture the specific name of a hospital ward. ",Question,Text,,,,,,,,,,,,,
26995049-fc00-43f4-a725-851fd517a1ac,,"NOT URGENT","Absence of urgency.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
2f279b14-8ed7-4c34-9799-5b104fe6f8c9,,"WEEK ONE","Time period of 1 week. ",Misc,N/A,,,,,,,,,,,,,
66449c70-1626-4e83-92ac-489afbd19574,,"MONTH ONE","Generic answer to indicate the timeframe of 1 month.",Misc,N/A,,,,,,,,,,,,,
4bee29de-f909-4fff-af43-e498b44d2b7c,,"CRITICAL","Having the potential to become disastrous; at a point of crisis.",Misc,N/A,,,,,,,,,,,,,
9de0b024-73ff-4c17-b5ac-8c781d80785a,,"URGENCY LEVEL","A question to ask the level of urgency.",Question,Coded,26995049-fc00-43f4-a725-851fd517a1ac;2f279b14-8ed7-4c34-9799-5b104fe6f8c9;66449c70-1626-4e83-92ac-489afbd19574;4bee29de-f909-4fff-af43-e498b44d2b7c,,,,,,,,,,,,
7710d456-ef27-4fc7-b684-dd9e09c4e162,,"HOME BASED CARE NAME, FREETEXT","This is to capture the name of the care group in freetext format.",Question,Text,,,,,,,,,,,,,
6574e401-3b04-498f-828b-9fd9aaebf12b,,"HEALTH CENTRE NAME, FREETEXT","This is to capture the name of health centre in freetext format.",Question,Text,,,MCL/CIEL: 162724,,,,,,,,,,
5a96fc07-cf1b-4704-8174-23380b104b0e,,"REFERRAL FOR TODAY'S VISIT","Is the patient referred for today's service? ",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
dfad6f65-aa22-49ff-9d30-21bb5eeee3bf,,"DATE REFERRED","Date patient is referred to clinic.",Question,Date,,,MCL/CIEL: 163181,,,,,,,,,,
a89e2b30-1350-11df-a1f1-0026b9348838,,"TRANSPORT COSTS","",Misc,N/A,,,,,,,,,,,,,
a8a4751c-1350-11df-a1f1-0026b9348838,,"ACUTE","Descriptive term for illness. In medicine, an acute disease is a disease with a rapid onset and/or a short course.",Misc,N/A,,,,,,,,,,,,,
a8a475da-1350-11df-a1f1-0026b9348838,,"CHRONIC","Descriptive term for disease.",Misc,N/A,,,,,,,,,,,,,
63c079d9-87fb-4bea-b860-863bff0e29c5,,"SURGERY","Any surgery or surgical procedure. ",Procedure,N/A,,,,,,,,,,,,,
72178bbe-a3d2-41ca-a634-3324b71d9bc6,,"ULTRASOUND, RENAL","Ultrasound examination of the renal system, which includes the kidneys, bladder, and ureters",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8982104-1350-11df-a1f1-0026b9348838,,"ULTRASOUND, HEPATIC","Ultrasound examination of the hepatic region-includes biliary tree",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;a899ea48-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
