Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1
2fb5e6c7-ae7f-4d51-9407-f9ca39f05096,,05096 - NITROFURANTOINA 25 mg/5 mL 120 mL,NITROFURANTOINA,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,25 mg/5 mL 120 mL,
a92ee2b7-8f3a-46d4-b971-b2e2c5705103,,05103 - NITROFURANTOINA 100 mg,NITROFURANTOINA,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
002cafd9-bc87-45b4-acb6-51c679305106,,05106 - NITROGLICERINA (GLICEROLTRINITRATO) 5 mg/mL 5 mL,NITROGLICERINA (GLICEROLTRINITRATO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,5 mg/mL 5 mL,
596cbedc-3521-43e3-8209-e675dce05151,,05151 - OMEPRAZOL (COMO SAL SODICA) 40 mg,OMEPRAZOL (COMO SAL SODICA),6eee6dc1-1976-4f1f-928e-0575aa94a0af,40 mg,
ec666e6e-3a22-4b33-abd9-ddf3aa305154,,05154 - OMEPRAZOL 20 mg,OMEPRAZOL,bd1e9059-62b4-4967-a804-a63eda4f8657,20 mg,
26ff424a-df02-44de-988a-59ba93d05166,,05166 - ORFENADRINA CITRATO 30 mg/mL 2 mL,ORFENADRINA CITRATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,30 mg/mL 2 mL,
d814e0c3-65aa-46cb-996b-75aa74c05167,,05167 - ORFENADRINA CITRATO 100 mg,ORFENADRINA CITRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
da5ba2ba-8ba7-4bc4-9fc5-16efd2d05211,,05211 - OXACILINA 1 g,OXACILINA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,1 g,
5cd5c0ce-1672-4c4c-baf4-c89240c05253,,05253 - OXITOCINA 10 UI 1 mL,OXITOCINA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,10 UI 1 mL,
cfa213a4-a1c3-4459-b3d0-a427e4f05281,,05281 - PARACETAMOL 100 mg/mL 10 mL,PARACETAMOL,c8febc22-2831-42d5-a6e2-165500b0a6ab,100 mg/mL 10 mL,
2bd33f65-5a26-40fe-acfa-b502e2205297,,05297 - PARACETAMOL 120 mg/5 mL 120 mL,PARACETAMOL,5c4c3f0b-0a28-4876-a64e-68c44d718462,120 mg/5 mL 120 mL,
4966143d-f674-473e-aff6-e3d996805309,,05309 - PARACETAMOL 120 mg/5 mL 60 mL,PARACETAMOL,5c4c3f0b-0a28-4876-a64e-68c44d718462,120 mg/5 mL 60 mL,
be7902cc-cf43-4180-a551-b087bd905335,,05335 - PARACETAMOL 500 mg,PARACETAMOL,bd1e9059-62b4-4967-a804-a63eda4f8657,500 mg,
3c74ef1c-e1ae-426e-b2ca-526bb4405384,,05384 - PERMETRINA 5 g/100 g (5 %) 60 g,PERMETRINA,626078e7-8eef-48ea-9e43-7ccd4dc8dda9,5 g/100 g (5 %) 60 g,
cf2935e4-4084-4b09-8e01-cb1bce705431,,05431 - PILOCARPINA CLORHIDRATO (SOLUCION OFTALMICA) 20 mg/mL 10 mL,PILOCARPINA CLORHIDRATO (SOLUCION OFTALMICA),c8febc22-2831-42d5-a6e2-165500b0a6ab,20 mg/mL 10 mL,
f528e2c3-832d-407f-85d0-4dd4f2f05475,,05475 - PIRAZINAMIDA 500 mg,PIRAZINAMIDA,bd1e9059-62b4-4967-a804-a63eda4f8657,500 mg,
fe2fc3fe-ef43-4d91-a218-cb7420905491,,05491 - PIRIDOXINA CLORHIDRATO 50 mg,PIRIDOXINA CLORHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,50 mg,
506c026a-59c0-438d-9dfd-12f960705520,,05520 - POLIGELINA 3.5 g/100 mL (3.5 %) 500 mL,POLIGELINA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,3.5 g/100 mL (3.5 %) 500 mL,
ba3b6363-34ae-438d-b99b-d83eb2005551,,05551 - POTASIO CLORURO 20 g/100 mL 10 mL,POTASIO CLORURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,20 g/100 mL 10 mL,
95bae0ad-6987-46cf-a4f0-d5bf9ab05568,,05568 - PRAZICUANTEL 150 mg,PRAZICUANTEL,bd1e9059-62b4-4967-a804-a63eda4f8657,150 mg,
424d38e4-7687-4e21-a894-285febe05578,,05578 - PREDNISOLONA (SUSPENSION OFTALMICA) 10 mg/mL 5 mL,PREDNISOLONA (SUSPENSION OFTALMICA),cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,10 mg/mL 5 mL,
ae5cfeb1-e5ed-4728-8cdc-23d1ef105586,,05586 - PREDNISONA 5 mg/5 mL 120 mL,PREDNISONA,5c4c3f0b-0a28-4876-a64e-68c44d718462,5 mg/5 mL 120 mL,
156cd0ac-f1ef-4b90-8f28-8dc95d205587,,05587 - PREDNISONA 5 mg/5 mL 60 mL,PREDNISONA,5c4c3f0b-0a28-4876-a64e-68c44d718462,5 mg/5 mL 60 mL,
c34759e7-5471-44b7-a460-d56a81b05588,,05588 - PREDNISONA 20 mg,PREDNISONA,bd1e9059-62b4-4967-a804-a63eda4f8657,20 mg,
1cd70de1-7ab3-417d-b8bc-e6fdfdf05589,,05589 - PREDNISONA 5 mg,PREDNISONA,bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
107f4377-75c9-4415-9414-c51793105590,,05590 - PREDNISONA 50 mg,PREDNISONA,bd1e9059-62b4-4967-a804-a63eda4f8657,50 mg,
6b3a6575-73c2-4753-a6e2-c9a1a2305598,,05598 - SOLUCION POLIELECTROLITICA 1 L,SOLUCION POLIELECTROLITICA,c8febc22-2831-42d5-a6e2-165500b0a6ab,1 L,
c6db75e0-6ced-451c-9ae7-337996205599,,05599 - PRIMAQUINA FOSFATO 15 mg,PRIMAQUINA FOSFATO,bd1e9059-62b4-4967-a804-a63eda4f8657,15 mg,
3f0ab064-6dcc-4cff-b9e7-c0a77ae05600,,05600 - PRIMAQUINA FOSFATO 5 mg,PRIMAQUINA FOSFATO,bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
145b63a5-8a3f-40b3-8dc3-f792bd705601,,05601 - PRIMAQUINA FOSFATO 7.5 mg,PRIMAQUINA FOSFATO,bd1e9059-62b4-4967-a804-a63eda4f8657,7.5 mg,
44c2bb1b-a309-444b-bd30-a0054b605626,,05626 - PROPOFOL 10 mg/mL (1 %) 20 mL,PROPOFOL,6eee6dc1-1976-4f1f-928e-0575aa94a0af,10 mg/mL (1 %) 20 mL,
d52482df-8473-4734-ab64-7b48c6305634,,05634 - PROPRANOLOL CLORHIDRATO 40 mg,PROPRANOLOL CLORHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,40 mg,
29fb4d5d-445c-42d4-94e4-b51e16c05638,,05638 - PROXIMETACAINA (SOLUCION OFTALMICA) 5 mg/mL 15 mL,PROXIMETACAINA (SOLUCION OFTALMICA),c8febc22-2831-42d5-a6e2-165500b0a6ab,5 mg/mL 15 mL,
8d5495a4-aaf8-4642-ba6f-b4a1fb305651,,05651 - QUININA DICLORHIDRATO 300 mg/mL 2 mL,QUININA DICLORHIDRATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,300 mg/mL 2 mL,
12644bfa-dfe1-4df5-ae68-7c7147105652,,05652 - QUININA SULFATO DIHIDRATO 300 mg,QUININA SULFATO DIHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,300 mg,
0dae3e9c-c5cf-4f13-b36d-90234de05658,,05658 - RANITIDINA (COMO CLORHIDRATO) 25 mg/mL 2 mL,RANITIDINA (COMO CLORHIDRATO),6eee6dc1-1976-4f1f-928e-0575aa94a0af,25 mg/mL 2 mL,
bb0e7c4b-89f8-43aa-8866-0bc13df05660,,05660 - RANITIDINA (COMO CLORHIDRATO) 150 mg,RANITIDINA (COMO CLORHIDRATO),bd1e9059-62b4-4967-a804-a63eda4f8657,150 mg,
149096ae-a415-46bc-93d1-39af17d05661,,05661 - RANITIDINA (COMO CLORHIDRATO) 300 mg,RANITIDINA (COMO CLORHIDRATO),bd1e9059-62b4-4967-a804-a63eda4f8657,300 mg,
5fcf243d-d16d-4d18-9f9d-167e6dd05686,,05686 - RIFAMPICINA 100 mg/5 mL 60 mL,RIFAMPICINA,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,100 mg/5 mL 60 mL,
6c111eb3-6d7c-46c5-b594-fa0ba0805688,,05688 - RIFAMPICINA 300 mg,RIFAMPICINA,bd1e9059-62b4-4967-a804-a63eda4f8657,300 mg,
6a16e357-1fdd-4d73-88d0-80639dc05689,,05689 - RIFAPENTINA 150 mg,RIFAPENTINA,bd1e9059-62b4-4967-a804-a63eda4f8657,150 mg,
4f2f14a9-22ec-4302-b5df-04ff51d05694,,05694 - RISPERIDONA 2 mg,RISPERIDONA,bd1e9059-62b4-4967-a804-a63eda4f8657,2 mg,
abd14f0b-a621-4f2a-ae9b-e4a860305731,,05731 - SALBUTAMOL (COMO SULFATO) 100 µg/DOSIS 200,SALBUTAMOL (COMO SULFATO),6e2c4911-4cbb-481e-9fb2-e40e2aee1c3f,100 µg/DOSIS 200,
4a5ab077-2af5-4881-901d-9f0373b05754,,05754 - SALBUTAMOL SULFATO 4 mg,SALBUTAMOL SULFATO,bd1e9059-62b4-4967-a804-a63eda4f8657,4 mg,
d840f97b-f878-47ea-8953-537977805807,,05807 - SERTRALINA 50 mg,SERTRALINA,bd1e9059-62b4-4967-a804-a63eda4f8657,50 mg,
11318d85-3b34-4911-960a-b52808f05809,,05809 - SEVOFLURANO 100 mL/100 mL 250 mL,SEVOFLURANO,c8febc22-2831-42d5-a6e2-165500b0a6ab,100 mL/100 mL 250 mL,
5763e0ec-da12-44b0-a534-a904cf205831,,05831 - SIMVASTATINA 20 mg,SIMVASTATINA,bd1e9059-62b4-4967-a804-a63eda4f8657,20 mg,
51a7172f-16eb-49f7-b6d3-7d21acd05856,,05856 - SODIO BICARBONATO 8.4 g/100 mL (8.4 %) 20 mL,SODIO BICARBONATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,8.4 g/100 mL (8.4 %) 20 mL,
66c79d5e-9ac8-4efc-8dfd-92444ea05871,,05871 - SODIO CLORURO 900 mg/100 mL (0.9 %) 10 mL,SODIO CLORURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,900 mg/100 mL (0.9 %) 10 mL,
3bd3f1a9-cc7e-44e1-868f-4caa2cc05872,,05872 - SODIO CLORURO 900 mg/100 mL (0.9 %) 100 mL,SODIO CLORURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,900 mg/100 mL (0.9 %) 100 mL,
f6e64d96-7962-42af-86fc-454613c05873,,05873 - SODIO CLORURO 900 mg/100 mL (0.9 %) 1 L,SODIO CLORURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,900 mg/100 mL (0.9 %) 1 L,
0c50e4f0-18d7-4b11-b0af-cf9cc7f05876,,05876 - SODIO CLORURO 900 mg/100 mL (0.9 %) 2 mL,SODIO CLORURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,900 mg/100 mL (0.9 %) 2 mL,
c73da178-725c-4c95-85b5-633645b05880,,05880 - SODIO CLORURO 900 mg/100 mL (0.9 %) 250 mL,SODIO CLORURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,900 mg/100 mL (0.9 %) 250 mL,
d9ebc8cc-4b4c-4b81-a927-34ac78305882,,05882 - SODIO CLORURO 900 mg/100 mL (0.9 %) 5 mL,SODIO CLORURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,900 mg/100 mL (0.9 %) 5 mL,
954843c8-3432-46df-8c6a-b48490205884,,05884 - SODIO CLORURO 900 mg/100 mL (0.9 %) 500 mL,SODIO CLORURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,900 mg/100 mL (0.9 %) 500 mL,
4f8c5494-3fd5-4442-98de-dda82b205889,,05889 - SODIO CLORURO 20 g/100 mL (20 %) 20 mL,SODIO CLORURO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,20 g/100 mL (20 %) 20 mL,
9d6156f4-64fb-4e0a-a3a4-f5a521505959,,05959 - SULFADIAZINA DE PLATA 1 g/100 g 30 g,SULFADIAZINA DE PLATA,626078e7-8eef-48ea-9e43-7ccd4dc8dda9,1 g/100 g 30 g,
96af855c-daa8-4424-8fe3-f0ec35e05961,,05961 - SULFADIAZINA DE PLATA 1 g/100 g 400 g,SULFADIAZINA DE PLATA,626078e7-8eef-48ea-9e43-7ccd4dc8dda9,1 g/100 g 400 g,
4fa6073e-63f3-419f-88bb-b1de84005964,,05964 - SULFADIAZINA DE PLATA 1 g/100 g 50 g,SULFADIAZINA DE PLATA,626078e7-8eef-48ea-9e43-7ccd4dc8dda9,1 g/100 g 50 g,
3f2a185a-dd82-4bb1-a4d0-639512805985,,05985 - SULFAMETOXAZOL + TRIMETOPRIMA 200 mg + 40 mg/5 mL 50 mL,SULFAMETOXAZOL + TRIMETOPRIMA,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,200 mg + 40 mg/5 mL 50 mL,
062f97e1-b450-4d10-8a48-b3f43c805986,,05986 - SULFAMETOXAZOL + TRIMETOPRIMA 200 mg + 40 mg/5 mL 60 mL,SULFAMETOXAZOL + TRIMETOPRIMA,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,200 mg + 40 mg/5 mL 60 mL,
a6a3c412-eae9-49da-b97e-270fc1c06002,,06002 - SULFAMETOXAZOL + TRIMETOPRIMA 400 mg + 80 mg,SULFAMETOXAZOL + TRIMETOPRIMA,bd1e9059-62b4-4967-a804-a63eda4f8657,400 mg + 80 mg,
9bac37cd-1914-45b2-9857-61f6aba06019,,06019 - SULPIRIDA 200 mg,SULPIRIDA,bd1e9059-62b4-4967-a804-a63eda4f8657,200 mg,
6e990373-028d-4b93-999b-b4c71dc06039,,06039 - TAMSULOSINA CLORHIDRATO 400 µg (0.4 mg),TAMSULOSINA CLORHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,400 µg (0.4 mg),
202192e7-8aee-43e3-b9c7-bb2bb8806080,,06080 - TERBINAFINA 1 g/100 g 20 g,TERBINAFINA,626078e7-8eef-48ea-9e43-7ccd4dc8dda9,1 g/100 g 20 g,
09f4e357-7685-469a-8167-1fef4d306111,,06111 - TETRACICLINA CLORHIDRATO (UNGÜENTO OFTALMICO) 1 g/100 g (1 %) 6 g,TETRACICLINA CLORHIDRATO (UNGÜENTO OFTALMICO),eb18ccb3-da15-4bdc-a7d0-2f3beacc1202,1 g/100 g (1 %) 6 g,
82e199a5-d4d0-4952-93f4-6f3d9e906126,,06126 - TIAMAZOL 5 mg,TIAMAZOL,bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
af30ef9f-deb8-4c70-a47c-bad84fb06127,,06127 - TIAMINA CLORHIDRATO 100 mg,TIAMINA CLORHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
10abaf1f-fa4d-4767-9a05-9d79f9806128,,06128 - TIAMINA CLORHIDRATO 300 mg,TIAMINA CLORHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,300 mg,
e06d6355-420d-4ae8-bad4-26b8b0006144,,06144 - TIMOLOL MALEATO (SOLUCION OFTALMICA) 5 mg/mL (0.5 %) 5 mL,TIMOLOL MALEATO (SOLUCION OFTALMICA),c8febc22-2831-42d5-a6e2-165500b0a6ab,5 mg/mL (0.5 %) 5 mL,
4740f75d-5698-45c6-a901-4a538dd06231,,06231 - TRAMADOL CLORHIDRATO 50 mg/mL 1 mL,TRAMADOL CLORHIDRATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,50 mg/mL 1 mL,
29579d44-9435-4278-991b-552c43406232,,06232 - TRAMADOL CLORHIDRATO 50 mg/mL 2 mL,TRAMADOL CLORHIDRATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,50 mg/mL 2 mL,
a4d39749-0452-4984-b63a-820066406239,,06239 - TRAMADOL CLORHIDRATO 50 mg,TRAMADOL CLORHIDRATO,bd1e9059-62b4-4967-a804-a63eda4f8657,50 mg,
1cbe0db7-8858-40fc-8357-f24f9dc06285,,06285 - TRIAMCINOLONA ACETONIDO 50 mg/5 mL 5 mL,TRIAMCINOLONA ACETONIDO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,50 mg/5 mL 5 mL,
3ea54c88-b5fb-4bb5-b68b-de619e306337,,06337 - TRIFLUOPERAZINA (COMO CLORHIDRATO) 5 mg,TRIFLUOPERAZINA (COMO CLORHIDRATO),bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
ce7ef0d8-326f-4038-bafc-baf919106377,,06377 - VACUNA ANTIAMARILICA 1000 DIT/0.5 mL 10,VACUNA ANTIAMARILICA,be5da44b-9abd-468c-839b-7c729856d9c9,1000 DIT/0.5 mL 10,
1c3f8383-084e-4afa-8a33-bc2589b06385,,06385 - VACUNA CONTRA LA HEPATITIS A 720 UI/0.5 mL 1,VACUNA CONTRA LA HEPATITIS A,be5da44b-9abd-468c-839b-7c729856d9c9,720 UI/0.5 mL 1,
cac0ebc7-26d0-42b5-b13c-4fe508206386,,06386 - VACUNA CONTRA LA HEPATITIS B PEDIATRICO 10 µg/0.5 mL 1,VACUNA CONTRA LA HEPATITIS B PEDIATRICO,be5da44b-9abd-468c-839b-7c729856d9c9,10 µg/0.5 mL 1,
f5fa858a-3cf0-4576-8e3a-13a118806387,,06387 - VACUNA CONTRA LA HEPATITIS B ADULTO 20 µg/mL 1,VACUNA CONTRA LA HEPATITIS B ADULTO,be5da44b-9abd-468c-839b-7c729856d9c9,20 µg/mL 1,
08e33dfb-be24-4960-a122-cb151f906396,,06396 - VACUNA ANTIPOLIOMIELITICA 80 Lf/0.5 mL 1,VACUNA ANTIPOLIOMIELITICA,be5da44b-9abd-468c-839b-7c729856d9c9,80 Lf/0.5 mL 1,
8990ab04-7fd7-4621-bd1e-71eaa8106420,,06420 - VACUNA ANTITUBERCULOSA (BCG) 3200000 U/0.1 mL 10,VACUNA ANTITUBERCULOSA (BCG),be5da44b-9abd-468c-839b-7c729856d9c9,3200000 U/0.1 mL 10,
672de33e-13ad-46d0-9469-50c9fe906427,,06427 - VACUNA HAEMOPHILUS INFLUENZAE TIPO B (HIB) 1,VACUNA HAEMOPHILUS INFLUENZAE TIPO B (HIB),be5da44b-9abd-468c-839b-7c729856d9c9,1,
ac052ffc-db2f-430f-ae5f-0a93a8806431,,06431 - VACUNA CONTRA LA DIFTERIA Y TETANOS (DT PEDIATRICO) 10,VACUNA CONTRA LA DIFTERIA Y TETANOS (DT PEDIATRICO),be5da44b-9abd-468c-839b-7c729856d9c9,10,
df35fd2b-2e52-44d9-9e02-3026fe906432,,06432 - VACUNA CONTRA LA DIFTERIA Y TETANOS (DT ADULTO) 10,VACUNA CONTRA LA DIFTERIA Y TETANOS (DT ADULTO),be5da44b-9abd-468c-839b-7c729856d9c9,10,
3f228d3c-2a0d-46df-8807-e291de106435,,06435 - VACUNA CONTRA DIFTERIA TETANOS Y TOS FERINA (DPT TRIPLE) 10,VACUNA CONTRA DIFTERIA TETANOS Y TOS FERINA (DPT TRIPLE),be5da44b-9abd-468c-839b-7c729856d9c9,10,
42d92a2e-da77-4af2-bdd0-b0ce0b606437,,06437 - VACUNA ANTIPAROTIDITIS RUBEOLA Y SARAMPION 700 DCI/0.5 mL 1,VACUNA ANTIPAROTIDITIS RUBEOLA Y SARAMPION,be5da44b-9abd-468c-839b-7c729856d9c9,700 DCI/0.5 mL 1,
863c9545-390c-4b94-b236-2e7079f06438,,06438 - VACUNA ANTIPAROTIDITIS RUBEOLA Y SARAMPION 700 DCI/0.5 mL 10,VACUNA ANTIPAROTIDITIS RUBEOLA Y SARAMPION,be5da44b-9abd-468c-839b-7c729856d9c9,700 DCI/0.5 mL 10,
f5cdac0b-a58a-4ea6-a67a-010e2cd06442,,06442 - VACUNA ANTIPAROTIDITIS RUBEOLA Y SARAMPION 700 DCI/0.5 mL 5,VACUNA ANTIPAROTIDITIS RUBEOLA Y SARAMPION,be5da44b-9abd-468c-839b-7c729856d9c9,700 DCI/0.5 mL 5,
d471240e-d9a2-4567-81e6-2fa7eaa06466,,06466 - VALPROATO SODICO 500 mg,VALPROATO SODICO,bd1e9059-62b4-4967-a804-a63eda4f8657,500 mg,
6bb48f51-211f-43cf-85bb-cb35a1b06471,,06471 - VANCOMICINA CLORHIDRATO 500 mg,VANCOMICINA CLORHIDRATO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,500 mg,
13ce6423-5722-497c-a398-26f2aaf06502,,06502 - WARFARINA SODICA 5 mg,WARFARINA SODICA,bd1e9059-62b4-4967-a804-a63eda4f8657,5 mg,
ba7bb2f3-8724-4ee1-befc-001556306517,,06517 - YODO POVIDONA 10 g/100 mL 1 L,YODO POVIDONA,c8febc22-2831-42d5-a6e2-165500b0a6ab,10 g/100 mL 1 L,
b4749b4a-1b84-49fc-94de-9fcdf4106519,,06519 - YODO POVIDONA 10 g/100 mL 120 mL,YODO POVIDONA,c8febc22-2831-42d5-a6e2-165500b0a6ab,10 g/100 mL 120 mL,
ce0b0e02-df3a-4164-9c3f-1f6499d06564,,06564 - ZIDOVUDINA 10 mg/mL 20 mL,ZIDOVUDINA,6eee6dc1-1976-4f1f-928e-0575aa94a0af,10 mg/mL 20 mL,
61eeb96d-fdde-421a-a48a-8118c5a06570,,06570 - ZIDOVUDINA 50 mg/5 mL 240 mL,ZIDOVUDINA,5c4c3f0b-0a28-4876-a64e-68c44d718462,50 mg/5 mL 240 mL,
a166c383-8064-4ca0-9ae5-3571ca306573,,06573 - ZIDOVUDINA 300 mg,ZIDOVUDINA,bd1e9059-62b4-4967-a804-a63eda4f8657,300 mg,
a72fbba9-5d6f-45f3-ae89-c950d2908008,,08008 - AGUA PARA INYECCION 5 mL,AGUA PARA INYECCION,6eee6dc1-1976-4f1f-928e-0575aa94a0af,5 mL,
609a232d-500b-46eb-8ee1-25c2ff308013,,08013 - AGUA PARA INYECCION 1 L,AGUA PARA INYECCION,6eee6dc1-1976-4f1f-928e-0575aa94a0af,1 L,
19ceeb88-497f-477c-9811-d24d59508153,,08153 - RETINOL (COMO PALMITATO) 200000 UI,RETINOL (COMO PALMITATO),bd1e9059-62b4-4967-a804-a63eda4f8657,200000 UI,
90bd30b1-4f79-4573-8a06-3bac20508170,,08170 - SUERO ANTIBOTROPICO POLIVALENTE 40 mg/10 mL,SUERO ANTIBOTROPICO POLIVALENTE,6eee6dc1-1976-4f1f-928e-0575aa94a0af,40 mg/10 mL,
c862cdfa-e75d-42f3-af35-5c02e6008174,,08174 - SUERO ANTIOFIDICO LIOFILIZADO 100 mg/20 mg,SUERO ANTIOFIDICO LIOFILIZADO,6eee6dc1-1976-4f1f-928e-0575aa94a0af,100 mg/20 mg,
52cd0ed8-15b8-4986-97c5-22b445e10220,,10220 - ALCOHOL ETILICO (ETANOL) 70° 100 mL,ALCOHOL ETILICO (ETANOL) 70°,c8febc22-2831-42d5-a6e2-165500b0a6ab,100 mL,
1d407144-88a1-4bcc-b0fe-46ba7da10221,,10221 - ALCOHOL ETILICO (ETANOL) 70° 1 L,ALCOHOL ETILICO (ETANOL) 70°,c8febc22-2831-42d5-a6e2-165500b0a6ab,1 L,
fa90e627-c65b-4842-b39e-09f7edc10222,,10222 - ALCOHOL ETILICO (ETANOL) 70° 120 mL,ALCOHOL ETILICO (ETANOL) 70°,c8febc22-2831-42d5-a6e2-165500b0a6ab,120 mL,
65f8bfff-1b64-4f58-a615-65ed67711567,,11567 - PEROXIDO DE HIDROGENO 10 V 1 L,PEROXIDO DE HIDROGENO,c8febc22-2831-42d5-a6e2-165500b0a6ab,10 V 1 L,
569b1bcf-079b-4b92-a54c-efa789713024,,13024 - DILUYENTE PARA VACUNA ANTITUBERCULOSA (BCG) 10,DILUYENTE PARA VACUNA ANTITUBERCULOSA (BCG),be5da44b-9abd-468c-839b-7c729856d9c9,10,
8dfcc1bc-9105-4f65-8b6f-d3faf9e13030,,13030 - DILUYENTE PARA VACUNA CONTRA SARAMPION Y RUBEOLA (SR) 10,DILUYENTE PARA VACUNA CONTRA SARAMPION Y RUBEOLA (SR),be5da44b-9abd-468c-839b-7c729856d9c9,10,
b98283e3-ba5a-4629-b201-b801ca516860,,16860 - PEROXIDO DE HIDROGENO (AGUA OXIGENADA 10 V) 3% 120 mL,PEROXIDO DE HIDROGENO (AGUA OXIGENADA 10 V),c8febc22-2831-42d5-a6e2-165500b0a6ab,3% 120 mL,
6ef68573-d272-4628-8e62-3b07b3216862,,16862 - PEROXIDO DE HIDROGENO (AGUA OXIGENADA 10 V) 3 % 1 L,PEROXIDO DE HIDROGENO (AGUA OXIGENADA 10 V),c8febc22-2831-42d5-a6e2-165500b0a6ab,3 % 1 L,
43813600-97ae-42f0-98c4-2e7176017582,,17582 - MULTIBACILAR ADULTO (BLISTER),MULTIBACILAR ADULTO (BLISTER),bd1e9059-62b4-4967-a804-a63eda4f8657,,
dfe50faa-9468-4ce1-b400-851a71717618,,17618 - CLOFAZIMINA 100 mg,CLOFAZIMINA,bd1e9059-62b4-4967-a804-a63eda4f8657,100 mg,
6fd029d1-8da5-4d41-b205-bc62c1e17637,,17637 - DIGOXINA 50 µg/mL 10 mL,DIGOXINA,c8febc22-2831-42d5-a6e2-165500b0a6ab,50 µg/mL 10 mL,
686d9a72-73bf-4607-a9b5-dfba9d017703,,17703 - EFAVIRENZ 600 mg,EFAVIRENZ,bd1e9059-62b4-4967-a804-a63eda4f8657,600 mg,
ed6e623e-e048-4d6a-8db3-daf551917709,,17709 - NEVIRAPINA 50 mg/5 mL 100 mL,NEVIRAPINA,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,50 mg/5 mL 100 mL,
f38a1349-606e-46a1-a530-44f63d717723,,17723 - DILUYENTE PARA VACUNA HAEMOPHILUS INFLUENZAE TIPO B (HIB) INY 1,DILUYENTE PARA VACUNA HAEMOPHILUS INFLUENZAE TIPO B (HIB) INY,be5da44b-9abd-468c-839b-7c729856d9c9,1,
499dd6f3-8fce-4464-978f-0ed476d17734,,17734 - VACUNA DPT HIB Y VHB (PENTAVALENTE) 1,VACUNA DPT HIB Y VHB (PENTAVALENTE),be5da44b-9abd-468c-839b-7c729856d9c9,1,
44188037-fe53-420c-8d52-2ceb48f17766,,17766 - TENOFOVIR 300 mg,TENOFOVIR,bd1e9059-62b4-4967-a804-a63eda4f8657,300 mg,
5e7c19c6-09dc-43ed-b038-d12bd9c17771,,17771 - VALPROATO SODICO 250 mg/5 mL 120 mL,VALPROATO SODICO,5c4c3f0b-0a28-4876-a64e-68c44d718462,250 mg/5 mL 120 mL,
d8fc09d9-fce5-4757-a914-38be0eb18048,,18048 - BENZATINA BENCILPENICILINA CON DILUYENTE 2400000 UI,BENZATINA BENCILPENICILINA CON DILUYENTE,6eee6dc1-1976-4f1f-928e-0575aa94a0af,2400000 UI,
fba22b4e-55e9-4080-9e1f-badf93a18057,,18057 - IVERMECTINA 6 mg/mL 5 mL,IVERMECTINA,c8febc22-2831-42d5-a6e2-165500b0a6ab,6 mg/mL 5 mL,
576a33e4-0c9e-4da2-98d9-1f1d4d818077,,18077 - YODO POVIDONA (ESPUMA) 8.5 g/100 mL 1 L,YODO POVIDONA (ESPUMA),c8febc22-2831-42d5-a6e2-165500b0a6ab,8.5 g/100 mL 1 L,
51fd8236-b7b0-4a47-8cd1-b7f8ab818091,,18091 - ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO 400 + 400 mg/5 mL 150 mL,ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO,cb0d9718-b01a-4850-a8e5-b59c2d3f38a8,400 + 400 mg/5 mL 150 mL,
