uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Short name:en,Fully specified name:es,Short name:es,Fully specified name:fr,Short name:fr,Fully specified name:ht,Short name:ht,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
122688AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Papanicolaou Smear of Cervix with Atypical Squamous Cells Cannot Exclude High Grade Squamous Intraepithelial Lesion (ASC-H),,Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,
110645AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Papanicolaou Smear of Cervix with Cytologic Evidence of Malignancy,,Diagnosis,N/A,,,,,Extendido cervical de Papanicolaou positivo para neoplasia maligna,,,,,,,,,,,,,,,
8c028667-8179-485f-bda7-1ceee8b5d533,,164844AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Is the client on her menses at the time of consultation,Question,Coded,No;Unknown;Yes,,,,,,,,,,,,,,,,,,,
82fdc4f5-338e-4c22-8856-65ca9cb53fa3,,Cold knife cone biopsy of cervix,,Procedure,N/A,,,,,,,,,,,,,,,,,,,,
1299502a-cd0e-4410-8559-38f5ac51cb57,,Pregnant in the last three months,Has the client conceived in the past three months,Finding,Coded,,,,,,,,,,,,,,,,,,,,
7cf4c96a-3e68-4ca5-9b49-9148adc6263d,,Previously Screened for Cervical Cancer,,Question,Coded,No;Unknown;Yes,,,,,,,,,,,,,,,,,,,
166706AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Thermocauterization of cervix,,Procedure,N/A,,,,,,,ThermocautÃ©risation du col de l'utÃ©rus,,,,,,,,,,,,,
165084AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Loop electrosurgical excision procedure of cervix,,Procedure,N/A,,,,,,,,,,,,,,,,,,,,
162812AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cryosurgery of lesion of cervix,,Procedure,N/A,,,,,,,Cryochirurgie de lÃ©sion du col de l'utÃ©rus,,,,,,,,,,,,,
3a8bb4b4-7496-415d-a327-57ae3711d4eb,,Treatment of precancerous lesions of the cervix,,Question,Coded,Cold knife cone biopsy of cervix;Cryosurgery of lesion of cervix;Hysterectomy;Loop electrosurgical excision procedure of cervix;None;Other non-coded;Thermocauterization of cervix,,,,,,,,,,,,,,,,,,,
9bd94bd2-059c-4273-8b6b-31a8e02c6f02,,Purpose for visit - Cervical Screening,Why type of visit is the client coming for - Cervical Screening,Question,Coded,Post-treatment  follow-up  other;Post-treatment  follow-up at 1 year;Post-treatment follow up to 6 weeks;Re-Screening after  1 year;Re-screening after 3 years;Re-screening after 5 years;Treatment of precancerous lesions of the cervix,,,,,,,,,,,,,,,,,,,
146602AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ca Cervix - Screening Done,Collection of pooled secretions of the posterior vaginal fornix for cytologic examination.,Diagnosis,N/A,,,,,cÃ¡ncer de cuello uterino - cribado realizado,,,,,,,,,,,,,,,
0dcf23d4-3008-4d8e-b12c-4ec95d1cfd97,,Medical supply,Durable medical equipment and other supplies.,Concept Class,N/A,,,,,,,,,,,,,,,,,,,,
162964AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Previously received oncology treatment,"Has the patient has received oncology treatment in the past, but is no longer receiving treatment?",Question,Coded,No;Unknown;Yes,,,,,,,,,,,,,,,,,,,
cc647244-0826-4d8e-8c5a-d7a371267bf4,,Finding from visual inspection of the cervix,Finding from a visual examination of the uterine cervix after application of 3-5% acetic acid +/- Lugolâs iodine,Finding,Coded,Negative;Positive.;suspected cervical cancer,,,,,,,,,,,,,,,,,,,
53ff5cd0-0f37-4190-87b1-9eb439a15e94,,Cervical Cancer screening method,Method Used to Screen for Cervical Cancer,Question,Coded,Colposcopy;Human Papillomavirus test;Papanicolaou smear;Visual Inspection of the Cervix with Acetic Acid (VIA);Visual Inspection of the Cervix with Lugolâs Iodine (VILI),,,,,,,,,,,,,,,,,,,
163611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Invalid,A generic answer to a question. Not valid or erroneous.,Misc,N/A,,,,,,,Invalide,,Envalid,,,,,,,,,,,
28bab50e-7ff7-4216-81be-3f7ad05c6547,,Cervical cytology results,cervical screening used to detect potentially precancerous and cancerous processes in the cervix,Finding,Coded,"Abnormal Pap Smear, Low Grade Squamous Intraepithelial Lesion (LGSIL);Adenocarcinoma in Situ (AIS) of Uterine Cervix;ASCUS (Atypical Squamous Cells of Undetermined Significance) on Pap Smear;atypical glandular cells on Pap smear;Invalid;Normal;Papanicolaou Smear of Cervix with Cytologic Evidence of Malignancy;Papanicolaou Smear of Cervix with High Grade Squamous Intraepithelial Lesion (HGSIL);Papanicolaou smear of vagina with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)",,,,,,,,,,,,,,,,,,,
f63642da-5da9-4c22-8676-50d2a877d25d,,Cervical cancer histology results,histology of cervical for malignancy and precancerous cells,Finding,Coded,"carcinoma of uterine cervix, invasive;Cervical Intraepithelial Neoplasia Grade 1;Cervical Intraepithelial Neoplasia Grade 2;Cervical Intraepithelial Neoplasia Grade III with Severe Dysplasia;Invalid;Normal",,,,,,,,,,,,,,,,,,,
162965AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Previous oncology treatment comment,"Details of oncology treatment received previously, including where it was received",Question,Text,,,,,,,,,,,,,,,,,,,,
132e8ce5-5fef-4413-a6f8-bbff384d5c10,,Unsatisfactory,,State,N/A,,,,,,,,,,,,,,,,,,,,
7fe8d523-fb0d-4435-9c77-547342b1a04f,,Low grade,"Low-grade SIL - refers to early changes in the size, shape, and number of cells that form the surface of the cervix.",State,N/A,,,,,,,,,,,,,,,,,,,,
0e663529-b62f-4680-b886-bc37ca008d60,,High Grade,"High-grade SIL - means there are a large number of precancerous cells, these precancerous changes involve only cells on the surface of the cervix.",State,N/A,,,,,,,,,,,,,,,,,,,,
9096a18e-c009-4f4c-b0ba-0605e0f16578,,Colposcopy of cervix findings,Finding on a colposcopy examination of the cervix,Question,Coded,High Grade;Low grade;Normal;Unsatisfactory,,,,,,,,,,,,,,,,,,,
59560ede-43e2-4e56-a47e-0f876779f0e1,,Other treatment,"Client currently undergoing other type of treatment, not in optional list",Question,Text,,,,,,,,,,,,,,,,,,,,
162967AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Current oncology treatment comment,"Details of current treatment, including where it is being administered.",Question,Text,,,,,,,,,,,,,,,,,,,,
2ca55823-3434-48a9-8558-66439e676bba,,Are you child or Adult,,Question,Coded,No;Yes,,,,,,,,,,,,,,,,,,,
ec4ceae1-36cf-40eb-8b68-67f8145ef324,,Gender,,Question,Coded,Female gender;Male gender,,,,,,,,,,,,,,,,,,,
164500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patient diagnosed with active tuberculosis,,Misc,Coded,No;Yes,,,,,,,,,,,,,,,,,,,
a3d8dbc0-bbbd-4fb7-8a86-e6ef708ff6e5,,challenges with regular followup,Challenges with regular followup either Yes or No,Question,Coded,No;Yes,,,,,,,,,,,,,,,,,,,
162752AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Bedridden,,Finding,N/A,,,,,,,AlitÃ©,,Malad kouche,,,,,,,,,,,
162750AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Able to walk without assistance,,Finding,N/A,,,,,,,,,,,,,,,,,,,,
162751AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Able to walk with assistance,,Finding,N/A,,,,,,,,,,,,,,,,,,,,
162062AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Able to stand alone,Infant milestone. Child is able to stand unassisted.,Finding,Coded,,,,,,,,,,,,,,,,,,,,
162060AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Speaks several words,Infant milestone. Child is able to speak several different words and associates those words with specific objects or actions.,Finding,Coded,,,,,,,,,,,,,,,,,,,,
162058AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Turns toward source of sound,Infant milestone. Child turns toward the source of a sound.,Finding,Coded,,,,,,,,,,,,,,,,,,,,
162056AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Social smile,Infant milestone. Child smiles when is smiled at.,Finding,Coded,,,,,,,,,,,,,,,,,,,,
162063AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Able to walk independently,Infant milestone. Child is able to walk unassisted.,Finding,Coded,,,,,,,,,,,,,,,,,,,,
162061AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Able to sit upright,Infant milestone. Child is able to sit unassisted.,Finding,Coded,,,,,,,,,,,,,,,,,,,,
162059AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Extends hand to grasp an object,"Infant milestone. Child extends a hand to grasp an object that he/she wants, such as a toy.",Finding,Coded,,,,,,,,,,,,,,,,,,,,
162057AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Holds head up,Infant milestone. Child is able to hold head up and/or control head movement,Finding,Coded,,,,,,,,,,,,,,,,,,,,
162069AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Developmental milestones,,Question,Coded,Able to sit upright;Able to stand alone;Able to walk independently;Extends hand to grasp an object;Holds head up;Social smile;Speaks several words;Turns toward source of sound,,,,,,,,,,,,,,,,,,,
161654AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tuberculosis treatment number,"Case number or treatment number for patient. This is not a count, but an identifier.",Question,Numeric,,,,,,,,,,,,,,0,,,,,0,
160636AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lives outside of catchment area,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
160635AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lives in catchment area,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
160637AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Catchment area residency status,,Question,Coded,Lives in catchment area;Lives outside of catchment area,,,,,,,,,,,,,,,,,,,
160525AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pre-ART Visit,,Misc,N/A,,,,,,,Visite Pre ARV,,Vizit Pre ARV,,,,,,,,,,,
c43be276-f38d-4f07-90d5-a91ec1471738,,Category of Patient at Enrollment,,Question,Coded,New client;Pre-ART Visit;Transfer in,,,,,,,,,,,,,,,,,,,
160026AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patient ambulatory,Status of patient who is well enough to walk.,Misc,N/A,,,,,,,Patient ambulatoire,,Pasyan kapab mache,,,,,,,,,,,
159901AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Forceps delivery,,Procedure,Coded,,,,,,,Accouchement au forcep,,Akouchman ak forcep,,,,,,,,,,,
159739AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,emergency caesarean section,C-section done to deliver the baby due to emergency indications,Procedure,N/A,,,,,,,,,,,,,,,,,,,,
159468AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Physically able to work,Answer to question: CAPTION: Are you currently able to work?,Question,Coded,,,,,,,Physiquement capable de travailler,,Fizikman kapab travay,,,,,,,,,,,
162753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Level of mobility,,Question,Coded,Able to walk with assistance;Able to walk without assistance;Bedridden;Patient ambulatory;Physically able to work;Unknown,,,Mobility,,,Niveau de mobilitÃ©,,Nivo nan mobilite,,,,,,,,,,,
159372AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Primary Care Clinic,Health care center which offers outpatient services.,Finding,N/A,,,,PHC,,,Soins primaires,,,,,,,,,,,,,
159260AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,vacuum extractor delivery,,Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,
118159AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Forceps or Vacuum Extractor Delivery,,Procedure,N/A,,,,,,,Accouchement par forceps ou ventouse,,,,,,,,,,,,,
6022AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Delayed milestones,Delay in a set of functional skills or age-specific tasks that most children can do by a certain age range.,Finding,N/A,,,,,,,,,,,,,,,,,,,,
5621AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Other household member,A general descriptive answer:  a patient's other household member which is not a family member.,Misc,N/A,,,,,,,Autres membres du menage,,LÃT MOUN NAN KAY LA,,,,,,,,,,,
5619AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Health care provider,A general descriptive answer:  a patient's health care provider.,Misc,Coded,,,,,,,Membre du service de santÃ©,,founisÃ¨ swen sante,,,,,,,,,,,
5618AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Friend,A general descriptive answer.. a patient's friend.,Misc,N/A,,,,,,,AMI,,Zanmi,,,,,,,,,,,
5616AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"HIV disclosure to anyone, specific","Question on encounter form: ""Have you disclosed your HIV status to any of the following people?""",Question,Coded,Friend;Health care provider;Other family member;Other household member;Other non-coded;Partner or spouse,,,,,,"Divulgation VIH envers quiconque, spÃ©cifique",,"Di estati VIH ba nenpÃ²t moun, espesifik",,,,,,,,,,,
5314AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Head circumference,Measurement of the largest part of the infant's head (just above the eyebrow and ears) used to determine brain growth.,Finding,Numeric,,,,HC,,,CirconfÃ©rence de la tÃªte,,Sikonferans tÃ¨t,,,,,0,,,cm,,1,
1601AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,En route to health facility,"Location where something may occur. For example, patient died en route to health facility rather than at the facility or at  home.",Misc,N/A,,,,,,,Sur le trajet vers un Ã©tablissement mÃ©dical,,,,,,,,,,,,,
1593AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mother's name,,Question,Text,,,,,,,Nom de la mÃ¨re,,,,,,,,,,,,,
1594AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Father's name,,Question,Text,,,,,,,Nom du pÃ¨re,,,,,,,,,,,,,
1586AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Child name,Name of Child including first and last names,Question,Text,,,,,,,Nom de l'enfant,,,,,,,,,,,,,
1536AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Home,,Misc,N/A,,,,,Casa,,Domicile,,lakay,,,,,,,,,,,
1572AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Location of birth,The location where the baby was delivered.,Question,Coded,district hospital;En route to health facility;Health clinic/post;Home;Hospital;Other non-coded;Primary Care Clinic;Provincial hospital;sub-district hospital;Unknown,,,,,,Lieu de naissance,,kote akouchman te fÃ¨t,,,,,,,,,,,
1200AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Developmental exam findings,Findings noted upon developmental evaluation.,Finding,Coded,Abnormal;Delayed milestones;Normal,,,,,,,,,,,,,,,,,,,
1171AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cesarean section,"A surgical incision through the abdominal wall and uterus, performed to deliver a fetus.",Procedure,N/A,,,,,,,CÃ©sarienne,,SezaryÃ¨n,,,,,,,,,,,
1172AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Breech delivery,Delivery of a fetus with the buttocks or feet appearing first.,Finding,N/A,,,,,,,,,,,,,,,,,,,,
1170AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Spontaneous vaginal delivery,Describes a routine fetal delivery through the vaginal tract which occured spontaneously.,Finding,Coded,,,,,,,Accouchement spontanÃ© par voie naturelle,,Akouchman espontane pa voi natirÃ¨l,,,,,,,,,,,
5630AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Method of delivery,Describes how a child was delivered during the birthing process.,Question,Coded,Breech delivery;Cesarean section;emergency caesarean section;Forceps delivery;Forceps or Vacuum Extractor Delivery;Other non-coded;Spontaneous vaginal delivery;Unknown;vacuum extractor delivery,,,,,,Mode d'accouchement,,MetÃ²d akouchman,,,,,,,,,,,
1048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disclosure to anyone,"Question on encounter form: ""Have you disclosed your HIV status to anyone?""",Question,Boolean,,,,,,,,,,,,,,,,,,,,
160480AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Government-run health clinic/facility,,Misc,N/A,,,,,,,Clinique/Ã©tablissement de santÃ© gÃ©rÃ© par le gouvernement,,,,,,,,,,,,,
91eb14f1-c951-4d65-a4b4-6dbf9d88cd1a,,Outside the facility entry point,,Question,Coded,Free text comment;Government-run health clinic/facility;Health center hospital;Private health care clinic/facility;Self-referral,,,,,,,,,,,,,,,,,,,
9c849633-3589-42c7-bcb1-b4af7ec392c5,,Chronically Ill,Identified by observation and history taking,Symptom/Finding,N/A,,,,,,,,,,,,,,,,,,,,
1855AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,In good health,Overall assessment in health status: Good.,Finding,Boolean,,,,good health,,,En bonne santÃ©,,,,,,,,,,,,,
4ab0e5e3-fff7-4819-bd2e-4f070eedcd3d,,Family Members Health Status,,Question,Coded,Chronically Ill;Dead;In good health,,,,,,,,,,,,,,,,,,,
165171AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Milligram per meter squared,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
162778AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Powder for injection,,Drug form,N/A,,,,Powd inj,,,,,,,,,,,,,,,,
162772AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal solution,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162770AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral solution,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162771AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral tablet,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162474AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal suppository,Drug form,Drug form,N/A,,,,Vaginal supp,,,,,,,,,,,,,,,,
162472AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal ointment,Drug form,Drug form,N/A,,,,Vaginal ont,,,,,,,,,,,,,,,,
162470AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal foam,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162468AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Urethral suppository,Drug form,Drug form,N/A,,,,Urethral supp,,,,,,,,,,,,,,,,
162466AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Toothpaste,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162464AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Enteric-coated tablet,Drug form,Drug form,N/A,,,,Tablet EC,,,,,,,,,,,,,,,,
162460AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sublingual tablet,Drug form,Drug form,N/A,,,,SL tab,,,,,,,,,,,,,,,,
162458AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal suppository,Drug form,Drug form,N/A,,,,Rectal supp,,,,,,,,,,,,,,,,
162456AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal gel,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162454AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal cream,Drug form,Drug form,N/A,,,,Rectal Cr,,,,,,,,,,,,,,,,
162450AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Peritoneal dialysis solution,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162448AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Transdermal patch,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162446AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ear suspension,Drug form,Drug form,N/A,,,,Otic susp,,,,,,,,,,,,,,,,
162444AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral powder,Drug form,Drug form,N/A,,,,Oral pwd,,,,,,,,,,,,,,,,
162442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral ointment,Drug form,Drug form,N/A,,,,Oral ont,,,,,,,,,,,,,,,,
162440AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral foam,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye suspension,,Drug form,N/A,,,,Op Susp,,,,,,,,,,,,,,,,
162436AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye gel,,Drug form,N/A,,,,Op gel,,,,,,,,,,,,,,,,
162434AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oil,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162432AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nasal solution,,Drug form,N/A,,,,Nasal sol,,,,,,,,,,,,,,,,
162430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nasal gel,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162428AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mouthwash,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162426AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Irrigation solution,,Drug form,N/A,,,,Irrig sol,,,,,,,,,,,,,,,,
162424AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Inhalation powder,,Drug form,N/A,,,,Inhl pwd,,,,,,,,,,,,,,,,
162422AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Implant,"Device, not procedure",Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162475AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal tablet,Drug form,Drug form,N/A,,,,Vaginal tab,,,,,,,,,,,,,,,,
162420AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gel,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal ring,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162418AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Foam,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162471AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal gel,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162416AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Douche,"Form or object, not procedure",Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162469AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal cream,Drug form,Drug form,N/A,,,,Vaginal cr,,,,,,,,,,,,,,,,
162414AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Crystals,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162467AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Topical solution,Drug form,Drug form,N/A,,,,Top sol,,,,,,,,,,,,,,,,
162412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Chewable tablet,,Drug form,N/A,,,,Chew tab,,,,,,,,,,,,,,,,
162465AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sustained-release tablet,Drug form,Drug form,N/A,,,,Tablet SR,,,,,,,,,,,,,,,,
162410AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sustained-release capsule,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162408AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cake,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162461AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Solution,Drug form,Drug form,N/A,,,,Sol,,,,,,,,,,,,,,,,
162406AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Buccal tablet,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162459AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Shampoo,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162404AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Beads,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162457AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal ointment,Drug form,Drug form,N/A,,,,Rectal ont,,,,,,,,,,,,,,,,
162455AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal foam,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162453AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Powder suspension,,Drug form,N/A,,,,Pwd susp,,,,,,,,,,,,,,,,
162451AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pre-filled syringe,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162449AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pellet,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162447AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Paste,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162445AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ear solution,,Drug form,N/A,,,,Otic sol,,,,,,,,,,,,,,,,
162443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral paste,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral gel,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162439AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral cream,Drug form,Drug form,N/A,,,,Oral cr,,,,,,,,,,,,,,,,
162437AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye irrigation solution,,Drug form,N/A,,,,Op Sol,,,,,,,,,,,,,,,,
162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vial,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,
162380AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tube,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,
162435AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye cream,,Drug form,N/A,,,,Op Cr,,,,,,,,,,,,,,,,
162378AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tablespoon,,Units of Measure,N/A,,,,Tbsp,,,,,,,,,,,,,,,,
162433AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nasal spray,Drug form,Drug form,N/A,,,,NASP,,,,,,,,,,,,,,,,
162376AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Application,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,
162431AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nasal ointment,,Drug form,N/A,,,,Nasal ont,,,,,,,,,,,,,,,,
162374AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Scoopful,,Units of Measure,N/A,,,,Scoop,,,,,,,,,,,,,,,,
162429AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oromucosal spray,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162372AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Puff,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,
162427AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lotion,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,
162370AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patch,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,
